time,transnational_regions,realization,t2m
1948-05-01,8,0,280.1035302675297
1948-06-01,8,0,283.41812169320445
1948-07-01,8,0,285.3186667853982
1948-08-01,8,0,287.2186321268326
1948-09-01,8,0,284.0766762462361
1948-10-01,8,0,279.00453679617715
1948-11-01,8,0,273.3952795173165
1948-12-01,8,0,269.5536657843023
1949-01-01,8,0,269.20282092219605
1949-02-01,8,0,268.69162555165957
1949-03-01,8,0,268.0047692745163
1949-04-01,8,0,275.679761454491
1949-05-01,8,0,279.87333804601224
1949-06-01,8,0,283.4248217599727
1949-07-01,8,0,287.5058334025924
1949-08-01,8,0,286.22849974411065
1949-09-01,8,0,284.77357348619427
1949-10-01,8,0,279.31518099272466
1949-11-01,8,0,275.3216381003275
1949-12-01,8,0,270.94083035970215
1950-01-01,8,0,266.517116997134
1950-02-01,8,0,268.788530574977
1950-03-01,8,0,273.3024106832477
1950-04-01,8,0,276.4100617465232
1950-05-01,8,0,280.87090306646996
1950-06-01,8,0,286.0465664488286
1950-07-01,8,0,289.66060300332083
1950-08-01,8,0,287.8726470762699
1950-09-01,8,0,284.16489025599304
1950-10-01,8,0,277.8171096508212
1950-11-01,8,0,274.87418051816024
1950-12-01,8,0,269.76532418724884
1951-01-01,8,0,270.4331611002365
1951-02-01,8,0,272.0178452018239
1951-03-01,8,0,272.13887999325266
1951-04-01,8,0,276.1244109929177
1951-05-01,8,0,279.84234070330825
1951-06-01,8,0,284.6236526972548
1951-07-01,8,0,287.82892532220444
1951-08-01,8,0,287.85538000942944
1951-09-01,8,0,284.34181525147767
1951-10-01,8,0,277.6299994812466
1951-11-01,8,0,274.95612912302715
1951-12-01,8,0,271.79206161012223
1952-01-01,8,0,268.05999223824944
1952-02-01,8,0,269.18395288574015
1952-03-01,8,0,271.4490779609206
1952-04-01,8,0,275.75671972584394
1952-05-01,8,0,280.24960472102555
1952-06-01,8,0,286.1699995923596
1952-07-01,8,0,288.4951242813268
1952-08-01,8,0,288.1721676114354
1952-09-01,8,0,282.9547986979455
1952-10-01,8,0,278.9040326307732
1952-11-01,8,0,272.8012465814693
1952-12-01,8,0,271.2117713395709
1953-01-01,8,0,268.17366886832565
1953-02-01,8,0,268.2233378512242
1953-03-01,8,0,271.1486168966361
1953-04-01,8,0,276.98045724146937
1953-05-01,8,0,279.6563134883859
1953-06-01,8,0,282.854368112147
1953-07-01,8,0,288.0911081944895
1953-08-01,8,0,287.59210271392146
1953-09-01,8,0,282.99464905430017
1953-10-01,8,0,279.2079222838165
1953-11-01,8,0,273.29928146006364
1953-12-01,8,0,270.0709914943175
1954-01-01,8,0,264.74577513160386
1954-02-01,8,0,265.7070806292867
1954-03-01,8,0,273.80086507719716
1954-04-01,8,0,275.5351056123201
1954-05-01,8,0,279.5461559140929
1954-06-01,8,0,285.1699640274012
1954-07-01,8,0,286.39443815696984
1954-08-01,8,0,286.47791541469815
1954-09-01,8,0,282.8990179593874
1954-10-01,8,0,279.6652409177776
1954-11-01,8,0,272.599183102794
1954-12-01,8,0,271.94664461411736
1955-01-01,8,0,271.8987143512867
1955-02-01,8,0,270.7371249142134
1955-03-01,8,0,268.3447887489776
1955-04-01,8,0,275.6017993819776
1955-05-01,8,0,281.24297962956496
1955-06-01,8,0,283.87517789957644
1955-07-01,8,0,288.0183113283779
1955-08-01,8,0,287.0214305420187
1955-09-01,8,0,283.37357049622875
1955-10-01,8,0,277.9501857323669
1955-11-01,8,0,271.6133996565054
1955-12-01,8,0,273.3901778330731
1956-01-01,8,0,269.1488169318552
1956-02-01,8,0,262.0990751883347
1956-03-01,8,0,270.06736743426336
1956-04-01,8,0,274.27493698517287
1956-05-01,8,0,279.98996830027124
1956-06-01,8,0,283.60972192630095
1956-07-01,8,0,287.34893599973543
1956-08-01,8,0,287.1053404775845
1956-09-01,8,0,283.39052834710003
1956-10-01,8,0,276.7433349837054
1956-11-01,8,0,272.4261444383058
1956-12-01,8,0,269.9958331359406
1957-01-01,8,0,267.3584027922834
1957-02-01,8,0,272.41746527975533
1957-03-01,8,0,272.23236008613077
1957-04-01,8,0,276.10993995276044
1957-05-01,8,0,278.1338315030171
1957-06-01,8,0,284.4695704684482
1957-07-01,8,0,287.43451877483574
1957-08-01,8,0,286.8051030389622
1957-09-01,8,0,283.48676174241376
1957-10-01,8,0,279.70647423297
1957-11-01,8,0,273.4529671093018
1957-12-01,8,0,269.0958500760654
1958-01-01,8,0,268.9025234043459
1958-02-01,8,0,270.5156318346963
1958-03-01,8,0,270.10426555044586
1958-04-01,8,0,274.73515088200065
1958-05-01,8,0,280.55371984270766
1958-06-01,8,0,284.37508673636967
1958-07-01,8,0,287.0057214990014
1958-08-01,8,0,287.2267300202082
1958-09-01,8,0,284.4832431095566
1958-10-01,8,0,278.17110908625904
1958-11-01,8,0,275.92973990684857
1958-12-01,8,0,272.34831822208696
1959-01-01,8,0,268.68879259642995
1959-02-01,8,0,270.293712727446
1959-03-01,8,0,275.2209983798057
1959-04-01,8,0,277.1620133470301
1959-05-01,8,0,280.4619035188447
1959-06-01,8,0,283.7500762142025
1959-07-01,8,0,287.32226306504674
1959-08-01,8,0,287.64546624303375
1959-09-01,8,0,283.33137894751866
1959-10-01,8,0,277.79739107812816
1959-11-01,8,0,274.70009680499993
1959-12-01,8,0,273.79221219462755
1960-01-01,8,0,267.56322800752775
1960-02-01,8,0,268.8762618501782
1960-03-01,8,0,274.5831563078204
1960-04-01,8,0,276.7227167991373
1960-05-01,8,0,278.87230376017476
1960-06-01,8,0,285.6138120463547
1960-07-01,8,0,286.506878855018
1960-08-01,8,0,287.36391232628245
1960-09-01,8,0,282.4043429725148
1960-10-01,8,0,278.6744873022153
1960-11-01,8,0,276.0195483848199
1960-12-01,8,0,272.12620064998555
1961-01-01,8,0,268.7090227451479
1961-02-01,8,0,272.80675531145
1961-03-01,8,0,274.16244072010664
1961-04-01,8,0,279.5517488942078
1961-05-01,8,0,280.9832591544132
1961-06-01,8,0,284.55412161297954
1961-07-01,8,0,287.1817862932817
1961-08-01,8,0,286.9125486578725
1961-09-01,8,0,284.7213505563564
1961-10-01,8,0,279.22392619753504
1961-11-01,8,0,273.8664163551633
1961-12-01,8,0,268.78722911701226
1962-01-01,8,0,270.11224566790435
1962-02-01,8,0,269.23873654387853
1962-03-01,8,0,270.4452160195908
1962-04-01,8,0,276.08683556640483
1962-05-01,8,0,278.5361175949377
1962-06-01,8,0,281.8369967372698
1962-07-01,8,0,286.0957493203672
1962-08-01,8,0,288.6479382296869
1962-09-01,8,0,282.9973722069325
1962-10-01,8,0,279.53665035432243
1962-11-01,8,0,273.37837047131904
1962-12-01,8,0,267.2376919399738
1963-01-01,8,0,263.96171995572695
1963-02-01,8,0,265.9274656600139
1963-03-01,8,0,268.53272803782863
1963-04-01,8,0,275.43822701810325
1963-05-01,8,0,280.3960453715204
1963-06-01,8,0,284.1251764451928
1963-07-01,8,0,288.10888504226193
1963-08-01,8,0,286.2697344293033
1963-09-01,8,0,283.36242257998697
1963-10-01,8,0,279.68376816908574
1963-11-01,8,0,275.2124532238567
1963-12-01,8,0,268.3403704454698
1964-01-01,8,0,267.87193719806555
1964-02-01,8,0,268.87833360461485
1964-03-01,8,0,271.8691330019926
1964-04-01,8,0,275.8354150303056
1964-05-01,8,0,281.39537208103314
1964-06-01,8,0,285.40895053652406
1964-07-01,8,0,286.27097014594244
1964-08-01,8,0,286.53309472157184
1964-09-01,8,0,283.3201224584277
1964-10-01,8,0,278.36692947137396
1964-11-01,8,0,274.8982016614584
1964-12-01,8,0,269.3164770830929
1965-01-01,8,0,269.9392417426956
1965-02-01,8,0,266.50432943845107
1965-03-01,8,0,270.3027775083981
1965-04-01,8,0,275.8047680577069
1965-05-01,8,0,279.84916284674216
1965-06-01,8,0,283.5000560619376
1965-07-01,8,0,286.4971099890903
1965-08-01,8,0,285.45755467033257
1965-09-01,8,0,283.2333336959882
1965-10-01,8,0,278.64961588652307
1965-11-01,8,0,271.0452969258769
1965-12-01,8,0,271.26385475200016
1966-01-01,8,0,267.5039410472639
1966-02-01,8,0,274.09662932429376
1966-03-01,8,0,272.37612655697353
1966-04-01,8,0,276.3903130766849
1966-05-01,8,0,280.31133461931637
1966-06-01,8,0,283.69384536274083
1966-07-01,8,0,286.4455907956834
1966-08-01,8,0,286.42104885014845
1966-09-01,8,0,284.3585471628759
1966-10-01,8,0,278.64238599883413
1966-11-01,8,0,273.04423018336
1966-12-01,8,0,271.0816202256639
1967-01-01,8,0,265.4949109734719
1967-02-01,8,0,269.3471056998502
1967-03-01,8,0,274.05792009581114
1967-04-01,8,0,274.81612752894466
1967-05-01,8,0,279.7558355480326
1967-06-01,8,0,283.13950009753745
1967-07-01,8,0,287.78783722987043
1967-08-01,8,0,287.65933176302775
1967-09-01,8,0,284.23741466977367
1967-10-01,8,0,278.88956172144856
1967-11-01,8,0,274.2843910130136
1967-12-01,8,0,266.9422450452341
1968-01-01,8,0,265.57543726753124
1968-02-01,8,0,271.14358556513895
1968-03-01,8,0,271.1000030143583
1968-04-01,8,0,276.1273737389547
1968-05-01,8,0,280.5864631018263
1968-06-01,8,0,284.46190275881975
1968-07-01,8,0,286.48836482698573
1968-08-01,8,0,286.1706662391039
1968-09-01,8,0,282.7680943090301
1968-10-01,8,0,279.53449264603427
1968-11-01,8,0,274.73756300527225
1968-12-01,8,0,269.38715436068003
1969-01-01,8,0,267.9361438557065
1969-02-01,8,0,268.24908648143776
1969-03-01,8,0,273.26564900561766
1969-04-01,8,0,274.9801500452469
1969-05-01,8,0,281.14005763706655
1969-06-01,8,0,283.05652386853455
1969-07-01,8,0,285.9170428667695
1969-08-01,8,0,285.97557512235363
1969-09-01,8,0,283.8047131737688
1969-10-01,8,0,279.83945809573504
1969-11-01,8,0,272.25584951289187
1969-12-01,8,0,269.9567700410539
1970-01-01,8,0,271.22689881681924
1970-02-01,8,0,269.19006030608955
1970-03-01,8,0,270.79570718580385
1970-04-01,8,0,274.59972090351914
1970-05-01,8,0,278.0563331216729
1970-06-01,8,0,283.9412465611209
1970-07-01,8,0,285.9654212645325
1970-08-01,8,0,286.77949535063044
1970-09-01,8,0,281.994704334389
1970-10-01,8,0,276.5202862457962
1970-11-01,8,0,275.6996975012987
1970-12-01,8,0,269.02207826919755
1971-01-01,8,0,267.85380191517635
1971-02-01,8,0,270.3948861495792
1971-03-01,8,0,267.4107959522115
1971-04-01,8,0,277.18287767300967
1971-05-01,8,0,281.23111800729447
1971-06-01,8,0,283.4595149058149
1971-07-01,8,0,286.2662045891848
1971-08-01,8,0,287.9030239821869
1971-09-01,8,0,281.98001016970727
1971-10-01,8,0,277.74582909003186
1971-11-01,8,0,271.6280894646767
1971-12-01,8,0,271.71121464628527
1972-01-01,8,0,269.6573355275284
1972-02-01,8,0,271.7461282712025
1972-03-01,8,0,273.5915568977454
1972-04-01,8,0,276.86793149170603
1972-05-01,8,0,279.5243335378867
1972-06-01,8,0,284.0105079519619
1972-07-01,8,0,286.52879604057625
1972-08-01,8,0,285.78890110719345
1972-09-01,8,0,280.7866585458969
1972-10-01,8,0,276.56132661636383
1972-11-01,8,0,272.80958430851376
1972-12-01,8,0,271.4278443962871
1973-01-01,8,0,269.6010991515101
1973-02-01,8,0,270.2534114935522
1973-03-01,8,0,270.59147502027974
1973-04-01,8,0,274.99948187055065
1973-05-01,8,0,280.4485762627992
1973-06-01,8,0,284.35504030240475
1973-07-01,8,0,286.91583795429153
1973-08-01,8,0,287.78306724776473
1973-09-01,8,0,283.6035041175806
1973-10-01,8,0,277.134420353526
1973-11-01,8,0,270.906862895941
1973-12-01,8,0,267.9280622188776
1974-01-01,8,0,271.48128987215557
1974-02-01,8,0,272.7247377041829
1974-03-01,8,0,272.8681533283931
1974-04-01,8,0,276.1815958893204
1974-05-01,8,0,279.6069408306089
1974-06-01,8,0,283.60469968883996
1974-07-01,8,0,286.17928012253674
1974-08-01,8,0,286.4319710389343
1974-09-01,8,0,281.4094676829969
1974-10-01,8,0,276.00857398891105
1974-11-01,8,0,274.90899928256715
1974-12-01,8,0,272.0260041126646
1975-01-01,8,0,271.10561918267217
1975-02-01,8,0,271.06078393408336
1975-03-01,8,0,272.7170611490658
1975-04-01,8,0,275.6950742528484
1975-05-01,8,0,280.1515228649579
1975-06-01,8,0,282.9000281958141
1975-07-01,8,0,286.51927437385837
1975-08-01,8,0,286.9732971086165
1975-09-01,8,0,284.5420922240754
1975-10-01,8,0,278.211300991338
1975-11-01,8,0,271.3730260316854
1975-12-01,8,0,271.18572027642097
1976-01-01,8,0,268.33469383636697
1976-02-01,8,0,269.3458991324003
1976-03-01,8,0,270.98292904343833
1976-04-01,8,0,276.25573334543765
1976-05-01,8,0,279.47626848883795
1976-06-01,8,0,283.7559682301147
1976-07-01,8,0,287.2405547345259
1976-08-01,8,0,285.9268237593338
1976-09-01,8,0,282.24026128044886
1976-10-01,8,0,278.0799984394622
1976-11-01,8,0,272.26682055221573
1976-12-01,8,0,269.5676265213751
1977-01-01,8,0,270.0677260019247
1977-02-01,8,0,273.12781321946966
1977-03-01,8,0,272.1049393761472
1977-04-01,8,0,275.13767245570205
1977-05-01,8,0,279.55554801385625
1977-06-01,8,0,282.85599000610046
1977-07-01,8,0,286.8975653045202
1977-08-01,8,0,285.70405197574456
1977-09-01,8,0,280.50558504896037
1977-10-01,8,0,279.5907593555021
1977-11-01,8,0,273.2331941971794
1977-12-01,8,0,270.5091209990831
1978-01-01,8,0,269.13955530992973
1978-02-01,8,0,269.57507780214553
1978-03-01,8,0,274.01434599901273
1978-04-01,8,0,275.7775967462333
1978-05-01,8,0,278.8808453160525
1978-06-01,8,0,283.09214938899584
1978-07-01,8,0,285.25065480945534
1978-08-01,8,0,285.6925062013417
1978-09-01,8,0,282.8247604053755
1978-10-01,8,0,277.3737341427708
1978-11-01,8,0,272.703850636583
1978-12-01,8,0,270.1228470821443
1979-01-01,8,0,266.39875893647803
1979-02-01,8,0,269.921425175683
1979-03-01,8,0,273.0613950745404
1979-04-01,8,0,275.87333851750725
1979-05-01,8,0,279.36787891406516
1979-06-01,8,0,285.128862066427
1979-07-01,8,0,286.58448323314894
1979-08-01,8,0,286.14290104323453
1979-09-01,8,0,281.6727220600282
1979-10-01,8,0,277.72848724998363
1979-11-01,8,0,273.8472231660645
1979-12-01,8,0,271.1824606962319
1980-01-01,8,0,267.25546527414195
1980-02-01,8,0,271.88521402702975
1980-03-01,8,0,271.87902902359565
1980-04-01,8,0,275.77701133306806
1980-05-01,8,0,280.21116707720296
1980-06-01,8,0,283.53324432017223
1980-07-01,8,0,285.5744200082713
1980-08-01,8,0,286.6475202404773
1980-09-01,8,0,284.4641723317785
1980-10-01,8,0,278.42034866859666
1980-11-01,8,0,273.4023755934277
1980-12-01,8,0,268.1133886571289
1981-01-01,8,0,267.62636896441984
1981-02-01,8,0,269.0411780444873
1981-03-01,8,0,273.44184655864046
1981-04-01,8,0,275.5543107684363
1981-05-01,8,0,279.47971356583076
1981-06-01,8,0,284.37741225909895
1981-07-01,8,0,286.08195445322036
1981-08-01,8,0,285.91694875472024
1981-09-01,8,0,283.19429594097
1981-10-01,8,0,278.03024550239843
1981-11-01,8,0,272.99018729409227
1981-12-01,8,0,269.9939239345312
1982-01-01,8,0,270.9488045284002
1982-02-01,8,0,270.61675896249267
1982-03-01,8,0,272.77880924799115
1982-04-01,8,0,276.3223099973317
1982-05-01,8,0,278.46271934473907
