Código del producto (CPC),Producto,Código del año,Año,Produccion(toneladas),Area_cosechada(ha),Rendimiento(kg/ha)
118.0,Mijo,1975,1975,2700.0,1000.0,2700.0
118.0,Mijo,1976,1976,2400.0,900.0,2666.7
118.0,Mijo,1977,1977,900.0,500.0,1800.0
118.0,Mijo,1978,1978,942.0,480.0,1962.5
118.0,Mijo,1979,1979,1451.0,766.0,1894.3
118.0,Mijo,1980,1980,1439.0,693.0,2076.5
118.0,Mijo,1981,1981,820.0,461.0,1778.7
118.0,Mijo,1982,1982,582.0,275.0,2116.4
118.0,Mijo,1983,1983,469.0,157.0,2987.3
118.0,Mijo,1984,1984,684.0,215.0,3181.4
118.0,Mijo,1985,1985,1266.0,440.0,2877.3
118.0,Mijo,1986,1986,1651.0,546.0,3023.8
118.0,Mijo,1987,1987,2785.0,764.0,3645.3
118.0,Mijo,1988,1988,1500.0,500.0,3000.0
118.0,Mijo,1989,1989,1006.0,296.0,3398.6
118.0,Mijo,1990,1990,745.0,232.0,3211.2
118.0,Mijo,1991,1991,904.0,257.0,3517.5
118.0,Mijo,1992,1992,971.0,232.0,4185.3
118.0,Mijo,1993,1993,202.0,107.0,1887.9
118.0,Mijo,1994,1994,1358.0,402.0,3378.1
118.0,Mijo,1995,1995,1625.0,587.0,2768.3
118.0,Mijo,1996,1996,340.0,128.0,2656.3
118.0,Mijo,1997,1997,397.0,166.0,2391.6
118.0,Mijo,1998,1998,400.0,165.0,2424.2
118.0,Mijo,1999,1999,400.0,165.0,2424.2
118.0,Mijo,2000,2000,972.0,373.0,2605.9
118.0,Mijo,2001,2001,816.0,335.0,2435.8
118.0,Mijo,2002,2002,3011.0,1206.0,2496.7
118.0,Mijo,2003,2003,3011.0,1206.0,2496.7
118.0,Mijo,2004,2004,762.0,393.0,1938.9
118.0,Mijo,2005,2005,696.0,369.0,1886.2
118.0,Mijo,2006,2006,604.0,367.0,1645.8
118.0,Mijo,2007,2007,517.0,247.0,2093.1
118.0,Mijo,2008,2008,550.0,300.0,1833.3
118.0,Mijo,2009,2009,1248.0,562.0,2220.6
118.0,Mijo,2010,2010,1070.0,534.0,2003.7
118.0,Mijo,2011,2011,688.0,455.0,1512.1
118.0,Mijo,2012,2012,646.0,527.0,1225.8
118.0,Mijo,2013,2013,625.0,276.0,2264.5
118.0,Mijo,2014,2014,653.0,327.0,1998.3
118.0,Mijo,2015,2015,600.0,350.0,1714.3
118.0,Mijo,2016,2016,1322.0,532.0,2485.0
118.0,Mijo,2017,2017,1540.0,668.0,2305.4
141.0,Grano se soja,1961,1961,0.0,0.0,
141.0,Grano se soja,1962,1962,0.0,0.0,
141.0,Grano se soja,1963,1963,0.0,0.0,
141.0,Grano se soja,1964,1964,0.0,0.0,
141.0,Grano se soja,1965,1965,0.0,0.0,
141.0,Grano se soja,1966,1966,0.0,0.0,
141.0,Grano se soja,1967,1967,0.0,0.0,
141.0,Grano se soja,1968,1968,0.0,0.0,
141.0,Grano se soja,1969,1969,0.0,0.0,
141.0,Grano se soja,1970,1970,3022.0,2023.0,1493.8
141.0,Grano se soja,1971,1971,2196.0,1778.0,1235.1
141.0,Grano se soja,1972,1972,2856.0,2210.0,1292.3
141.0,Grano se soja,1973,1973,12814.0,7546.0,1698.1
141.0,Grano se soja,1974,1974,38727.0,24752.0,1564.6
141.0,Grano se soja,1975,1975,13901.0,7718.0,1801.1
141.0,Grano se soja,1976,1976,5826.0,3929.0,1482.8
141.0,Grano se soja,1977,1977,8186.0,4289.0,1908.6
141.0,Grano se soja,1978,1978,17088.0,8929.0,1913.8
141.0,Grano se soja,1979,1979,15208.0,8620.0,1764.3
141.0,Grano se soja,1980,1980,13780.0,7132.0,1932.1
141.0,Grano se soja,1981,1981,6253.0,4548.0,1374.9
141.0,Grano se soja,1982,1982,5149.0,2579.0,1996.5
141.0,Grano se soja,1983,1983,2108.0,1062.0,1984.9
141.0,Grano se soja,1984,1984,4655.0,2667.0,1745.4
141.0,Grano se soja,1985,1985,5438.0,2362.0,2302.3
141.0,Grano se soja,1986,1986,3344.0,1456.0,2296.7
141.0,Grano se soja,1987,1987,3611.0,1705.0,2117.9
141.0,Grano se soja,1988,1988,10400.0,4552.0,2284.7
141.0,Grano se soja,1989,1989,27300.0,10650.0,2563.4
141.0,Grano se soja,1990,1990,42200.0,17400.0,2425.3
141.0,Grano se soja,1991,1991,11800.0,4500.0,2622.2
141.0,Grano se soja,1992,1992,32900.0,16300.0,2018.4
141.0,Grano se soja,1993,1993,1541.0,997.0,1545.6
141.0,Grano se soja,1994,1994,7580.0,4200.0,1804.8
141.0,Grano se soja,1995,1995,4704.0,2616.0,1798.2
141.0,Grano se soja,1996,1996,10141.0,5137.0,1974.1
141.0,Grano se soja,1997,1997,8353.0,3800.0,2198.2
141.0,Grano se soja,1998,1998,11400.0,5499.0,2073.1
141.0,Grano se soja,1999,1999,9600.0,4200.0,2285.7
141.0,Grano se soja,2000,2000,6677.0,3053.0,2187.0
141.0,Grano se soja,2001,2001,6637.0,2477.0,2679.5
141.0,Grano se soja,2002,2002,1600.0,600.0,2666.7
141.0,Grano se soja,2003,2003,623.0,272.0,2290.4
141.0,Grano se soja,2004,2004,394.0,148.0,2662.2
141.0,Grano se soja,2005,2005,2797.0,1123.0,2490.7
141.0,Grano se soja,2006,2006,1519.0,630.0,2411.1
141.0,Grano se soja,2007,2007,920.0,344.0,2674.4
141.0,Grano se soja,2008,2008,748.0,251.0,2980.1
141.0,Grano se soja,2009,2009,2767.0,1247.0,2218.9
141.0,Grano se soja,2010,2010,1812.0,766.0,2365.5
141.0,Grano se soja,2011,2011,1740.0,699.0,2489.3
141.0,Grano se soja,2012,2012,1333.0,481.0,2771.3
141.0,Grano se soja,2013,2013,1400.0,500.0,2800.0
141.0,Grano se soja,2014,2014,2650.0,805.0,3291.9
141.0,Grano se soja,2015,2015,4106.0,1317.0,3117.7
141.0,Grano se soja,2016,2016,2868.56,995.0,2883.0
141.0,Grano se soja,2017,2017,4599.0,1692.0,2718.1
141.0,Grano se soja,2018,2018,4350.0,1480.0,2939.2
141.0,Grano se soja,2019,2019,5170.0,1570.0,3293.0
141.0,Grano se soja,2020,2020,4620.0,1450.0,3186.2
141.0,Grano se soja,2021,2021,4770.0,1570.0,3038.2
141.0,Grano se soja,2022,2022,3790.0,1330.0,2849.6
141.0,Grano se soja,2023,2023,7670.0,2440.0,3143.4
142.0,Maní con cáscara,1961,1961,8100.0,5100.0,1588.2
142.0,Maní con cáscara,1962,1962,10064.0,6460.0,1557.9
142.0,Maní con cáscara,1963,1963,8580.0,5349.0,1604.0
142.0,Maní con cáscara,1964,1964,6800.0,3984.0,1706.8
142.0,Maní con cáscara,1965,1965,6700.0,3998.0,1675.8
142.0,Maní con cáscara,1966,1966,5900.0,3724.0,1584.3
142.0,Maní con cáscara,1967,1967,5000.0,2747.0,1820.2
142.0,Maní con cáscara,1968,1968,4700.0,2551.0,1842.4
142.0,Maní con cáscara,1969,1969,4500.0,2526.0,1781.5
142.0,Maní con cáscara,1970,1970,4600.0,2500.0,1840.0
142.0,Maní con cáscara,1971,1971,4700.0,2600.0,1807.7
142.0,Maní con cáscara,1972,1972,5100.0,3000.0,1700.0
142.0,Maní con cáscara,1973,1973,8300.0,3800.0,2184.2
142.0,Maní con cáscara,1974,1974,7300.0,3000.0,2433.3
142.0,Maní con cáscara,1975,1975,6200.0,2300.0,2695.7
142.0,Maní con cáscara,1976,1976,6000.0,2200.0,2727.3
142.0,Maní con cáscara,1977,1977,5800.0,2300.0,2521.7
142.0,Maní con cáscara,1978,1978,5600.0,2400.0,2333.3
142.0,Maní con cáscara,1979,1979,5501.0,2291.0,2401.1
142.0,Maní con cáscara,1980,1980,4661.0,1841.0,2531.8
142.0,Maní con cáscara,1981,1981,4700.0,1864.0,2521.5
142.0,Maní con cáscara,1982,1982,4462.0,1728.0,2582.2
142.0,Maní con cáscara,1983,1983,5049.0,1836.0,2750.0
142.0,Maní con cáscara,1984,1984,4967.0,1868.0,2659.0
142.0,Maní con cáscara,1985,1985,6178.0,2390.0,2584.9
142.0,Maní con cáscara,1986,1986,5500.0,2000.0,2750.0
142.0,Maní con cáscara,1987,1987,3413.0,1354.0,2520.7
142.0,Maní con cáscara,1988,1988,2654.0,880.0,3015.9
142.0,Maní con cáscara,1989,1989,2473.0,796.0,3106.8
142.0,Maní con cáscara,1990,1990,1929.0,621.0,3106.3
142.0,Maní con cáscara,1991,1991,1587.0,489.0,3245.4
142.0,Maní con cáscara,1992,1992,852.0,303.0,2811.9
142.0,Maní con cáscara,1993,1993,1048.0,375.0,2794.7
142.0,Maní con cáscara,1994,1994,857.0,295.0,2905.1
142.0,Maní con cáscara,1995,1995,420.0,217.0,1935.5
142.0,Maní con cáscara,1996,1996,266.0,121.0,2198.3
142.0,Maní con cáscara,1997,1997,136.0,61.0,2229.5
142.0,Maní con cáscara,1998,1998,340.0,126.0,2698.4
142.0,Maní con cáscara,1999,1999,300.0,60.0,5000.0
142.0,Maní con cáscara,2000,2000,188.0,71.0,2647.9
142.0,Maní con cáscara,2001,2001,162.0,56.0,2892.9
142.0,Maní con cáscara,2002,2002,115.0,45.0,2555.6
142.0,Maní con cáscara,2003,2003,90.0,26.0,3461.5
142.0,Maní con cáscara,2004,2004,122.0,42.0,2904.8
142.0,Maní con cáscara,2005,2005,140.0,49.0,2857.1
142.0,Maní con cáscara,2006,2006,249.0,202.0,1232.7
142.0,Maní con cáscara,2007,2007,75.0,33.0,2272.7
142.0,Maní con cáscara,2008,2008,99.0,30.0,3300.0
142.0,Maní con cáscara,2009,2009,100.0,35.0,2857.1
142.0,Maní con cáscara,2010,2010,58.0,19.0,3052.6
142.0,Maní con cáscara,2011,2011,224.0,63.0,3555.6
142.0,Maní con cáscara,2012,2012,1449.0,490.0,2956.1
142.0,Maní con cáscara,2013,2013,2051.0,648.0,3165.1
142.0,Maní con cáscara,2014,2014,1241.33,429.0,2894.6
142.0,Maní con cáscara,2015,2015,1580.44,554.0,2851.3
142.0,Maní con cáscara,2016,2016,996.0,475.0,2096.8
142.0,Maní con cáscara,2017,2017,661.0,228.0,2899.1
1191.0,Triticale,1961,1961,0.0,0.0,
1191.0,Triticale,1962,1962,0.0,0.0,
1191.0,Triticale,1963,1963,0.0,0.0,
1191.0,Triticale,1964,1964,0.0,0.0,
1191.0,Triticale,1965,1965,0.0,0.0,
1191.0,Triticale,1966,1966,0.0,0.0,
1191.0,Triticale,1967,1967,0.0,0.0,
1191.0,Triticale,1968,1968,0.0,0.0,
1191.0,Triticale,1969,1969,0.0,0.0,
1191.0,Triticale,1970,1970,0.0,0.0,
1191.0,Triticale,1971,1971,0.0,0.0,
1191.0,Triticale,1972,1972,0.0,0.0,
1191.0,Triticale,1973,1973,0.0,0.0,
1191.0,Triticale,1974,1974,0.0,0.0,
1191.0,Triticale,1975,1975,0.0,0.0,
1191.0,Triticale,1976,1976,0.0,0.0,
1191.0,Triticale,1977,1977,0.0,0.0,
1191.0,Triticale,1978,1978,0.0,0.0,
1191.0,Triticale,1979,1979,13000.0,8500.0,1529.4
1191.0,Triticale,1980,1980,15000.0,10000.0,1500.0
1191.0,Triticale,1981,1981,3000.0,2000.0,1500.0
1191.0,Triticale,1982,1982,2000.0,1300.0,1538.5
1191.0,Triticale,1983,1983,2000.0,1300.0,1538.5
1191.0,Triticale,1984,1984,12000.0,7500.0,1600.0
1191.0,Triticale,1985,1985,6000.0,3500.0,1714.3
1191.0,Triticale,1986,1986,13000.0,7000.0,1857.1
1191.0,Triticale,1987,1987,114000.0,37000.0,3081.1
1191.0,Triticale,1988,1988,136000.0,51000.0,2666.7
1191.0,Triticale,1989,1989,189000.0,75500.0,2503.3
1191.0,Triticale,1990,1990,106000.0,41000.0,2585.4
1191.0,Triticale,1991,1991,151800.0,51200.0,2964.8
1191.0,Triticale,1992,1992,124100.0,50600.0,2452.6
1191.0,Triticale,1993,1993,47200.0,35200.0,1340.9
1191.0,Triticale,1994,1994,50800.0,32600.0,1558.3
1191.0,Triticale,1995,1995,22800.0,29900.0,762.5
1191.0,Triticale,1996,1996,84000.0,33300.0,2522.5
1191.0,Triticale,1997,1997,61554.0,33182.0,1855.0
1191.0,Triticale,1998,1998,49600.0,24700.0,2008.1
1191.0,Triticale,1999,1999,31000.0,28000.0,1107.1
1191.0,Triticale,2000,2000,95035.0,37210.0,2554.0
1191.0,Triticale,2001,2001,88748.0,37548.0,2363.6
1191.0,Triticale,2002,2002,96597.0,35750.0,2702.0
1191.0,Triticale,2003,2003,87600.0,40000.0,2190.0
1191.0,Triticale,2004,2004,26054.0,23476.0,1109.8
1191.0,Triticale,2005,2005,52130.0,37685.0,1383.3
1191.0,Triticale,2006,2006,114317.0,45044.0,2537.9
1191.0,Triticale,2007,2007,133750.0,47411.0,2821.1
1191.0,Triticale,2008,2008,136246.0,54394.0,2504.8
1191.0,Triticale,2009,2009,138491.0,60987.0,2270.8
1191.0,Triticale,2010,2010,144991.0,65984.0,2197.4
1191.0,Triticale,2011,2011,207218.0,81322.0,2548.1
1191.0,Triticale,2012,2012,217300.0,125900.0,1726.0
1191.0,Triticale,2013,2013,394800.0,142300.0,2774.4
1191.0,Triticale,2014,2014,449674.0,195682.0,2298.0
1191.0,Triticale,2015,2015,449983.0,215620.0,2086.9
1191.0,Triticale,2016,2016,550838.0,227792.0,2418.2
1191.0,Triticale,2017,2017,355840.0,195884.0,1816.6
1191.0,Triticale,2018,2018,675420.0,213090.0,3169.6
1191.0,Triticale,2019,2019,599970.0,250780.0,2392.4
1191.0,Triticale,2020,2020,786970.0,257110.0,3060.8
1191.0,Triticale,2021,2021,787820.0,267510.0,2945.0
1191.0,Triticale,2022,2022,634890.0,280350.0,2264.6
1191.0,Triticale,2023,2023,288190.0,249430.0,1155.4
1195.0,Alpiste,1961,1961,1622.0,1440.0,1126.4
1195.0,Alpiste,1962,1962,2442.0,2280.0,1071.1
1195.0,Alpiste,1963,1963,3042.0,2865.0,1061.8
1195.0,Alpiste,1964,1964,2200.0,1855.0,1186.0
1195.0,Alpiste,1965,1965,1950.0,1347.0,1447.7
1195.0,Alpiste,1966,1966,824.0,854.0,964.9
1195.0,Alpiste,1967,1967,816.0,806.0,1012.4
1195.0,Alpiste,1968,1968,2103.0,1834.0,1146.7
1195.0,Alpiste,1969,1969,2654.0,2713.0,978.3
1195.0,Alpiste,1970,1970,18900.0,13200.0,1431.8
1195.0,Alpiste,1971,1971,7515.0,5700.0,1318.4
1195.0,Alpiste,1972,1972,5109.0,4700.0,1087.0
1195.0,Alpiste,1973,1973,3886.0,3100.0,1253.5
1195.0,Alpiste,1974,1974,4331.0,3100.0,1397.1
1195.0,Alpiste,1975,1975,5100.0,3600.0,1416.7
1195.0,Alpiste,1976,1976,4704.0,3339.0,1408.8
1195.0,Alpiste,1977,1977,5874.0,5029.0,1168.0
1195.0,Alpiste,1978,1978,5329.0,5261.0,1012.9
1195.0,Alpiste,1979,1979,3518.0,3438.0,1023.3
1195.0,Alpiste,1980,1980,5178.0,3069.0,1687.2
1195.0,Alpiste,1981,1981,2758.0,2988.0,923.0
1195.0,Alpiste,1982,1982,2457.0,2092.0,1174.5
1195.0,Alpiste,1983,1983,1044.0,1917.0,544.6
1195.0,Alpiste,1984,1984,3890.0,1678.0,2318.2
1195.0,Alpiste,1985,1985,1836.0,1098.0,1672.1
1195.0,Alpiste,1986,1986,1658.0,1099.0,1508.6
1195.0,Alpiste,1987,1987,1209.0,834.0,1449.6
1195.0,Alpiste,1988,1988,692.0,662.0,1045.3
1195.0,Alpiste,1989,1989,516.0,460.0,1121.7
1195.0,Alpiste,1990,1990,594.0,499.0,1190.4
1195.0,Alpiste,1991,1991,499.0,425.0,1174.1
1195.0,Alpiste,1992,1992,412.0,340.0,1211.8
1195.0,Alpiste,1993,1993,312.0,267.0,1168.5
1195.0,Alpiste,1994,1994,300.0,265.0,1132.1
1195.0,Alpiste,1995,1995,68.0,148.0,459.5
1195.0,Alpiste,1996,1996,103.0,85.0,1211.8
1195.0,Alpiste,1997,1997,110.0,80.0,1375.0
1195.0,Alpiste,1998,1998,64.0,76.0,842.1
1195.0,Alpiste,1999,1999,62.0,49.0,1265.3
1195.0,Alpiste,2000,2000,60.0,50.0,1200.0
1195.0,Alpiste,2001,2001,55.0,46.0,1195.7
1195.0,Alpiste,2002,2002,50.0,42.0,1190.5
1195.0,Alpiste,2003,2003,45.0,38.0,1184.2
1195.0,Alpiste,2004,2004,40.0,34.0,1176.5
1195.0,Alpiste,2005,2005,35.0,30.0,1166.7
1195.0,Alpiste,2006,2006,30.0,26.0,1153.8
1195.0,Alpiste,2007,2007,25.0,22.0,1136.4
1195.0,Alpiste,2008,2008,20.0,18.0,1111.1
1195.0,Alpiste,2009,2009,15.0,13.0,1153.8
1195.0,Alpiste,2010,2010,15.93,13.0,1206.6
1195.0,Alpiste,2011,2011,7.0,6.0,1166.7
1195.0,Alpiste,2012,2012,50.0,47.0,1063.8
1195.0,Alpiste,2013,2013,34.0,19.0,1789.5
1195.0,Alpiste,2014,2014,30.33,23.0,1294.1
1195.0,Alpiste,2015,2015,30.0,20.0,1500.0
1195.0,Alpiste,2016,2016,169.0,140.0,1207.1
1195.0,Alpiste,2017,2017,299.0,382.0,782.7
1199.02,"Cereales, mezcla",1961,1961,4022.0,6090.0,660.4
1199.02,"Cereales, mezcla",1962,1962,4515.0,5520.0,817.9
1199.02,"Cereales, mezcla",1963,1963,3451.0,4960.0,695.8
1199.02,"Cereales, mezcla",1964,1964,2200.0,3900.0,564.1
1199.02,"Cereales, mezcla",1965,1965,2321.0,3850.0,602.9
1199.02,"Cereales, mezcla",1966,1966,3180.0,3460.0,919.1
1199.02,"Cereales, mezcla",1967,1967,2651.0,3350.0,791.3
1199.02,"Cereales, mezcla",1968,1968,1564.0,1800.0,868.9
1199.02,"Cereales, mezcla",1969,1969,1380.0,1400.0,985.7
1199.02,"Cereales, mezcla",1970,1970,700.0,900.0,777.8
1199.02,"Cereales, mezcla",1971,1971,200.0,200.0,1000.0
1199.02,"Cereales, mezcla",1972,1972,1200.0,1200.0,1000.0
1199.02,"Cereales, mezcla",1973,1973,1500.0,2500.0,600.0
1199.02,"Cereales, mezcla",1974,1974,1900.0,1600.0,1187.5
1199.02,"Cereales, mezcla",1975,1975,1900.0,1600.0,1187.5
1199.02,"Cereales, mezcla",1976,1976,3240.0,2929.0,1106.2
1199.02,"Cereales, mezcla",1977,1977,3748.0,4209.0,890.5
1199.02,"Cereales, mezcla",1978,1978,945.0,1331.0,710.0
1199.02,"Cereales, mezcla",1979,1979,1586.0,2688.0,590.0
1199.02,"Cereales, mezcla",1980,1980,2922.0,3111.0,939.2
1199.02,"Cereales, mezcla",1981,1981,2500.0,3040.0,822.4
1199.02,"Cereales, mezcla",1982,1982,3779.0,4804.0,786.6
1199.02,"Cereales, mezcla",1983,1983,2621.0,4030.0,650.4
1199.02,"Cereales, mezcla",1984,1984,6799.0,5404.0,1258.1
1199.02,"Cereales, mezcla",1985,1985,8725.0,6986.0,1248.9
1199.02,"Cereales, mezcla",1986,1986,10073.0,9325.0,1080.2
1199.02,"Cereales, mezcla",1987,1987,12875.0,10811.0,1190.9
1199.02,"Cereales, mezcla",1988,1988,17900.0,14100.0,1269.5
1199.02,"Cereales, mezcla",1989,1989,15341.0,11203.0,1369.4
1199.02,"Cereales, mezcla",1990,1990,17600.0,13900.0,1266.2
1199.02,"Cereales, mezcla",1991,1991,14425.0,15147.0,952.3
1199.02,"Cereales, mezcla",1992,1992,12085.0,14918.0,810.1
1199.02,"Cereales, mezcla",1993,1993,14495.0,10495.0,1381.1
1199.02,"Cereales, mezcla",1994,1994,11096.0,7130.0,1556.2
1199.02,"Cereales, mezcla",1995,1995,17400.0,24720.0,703.9
1199.02,"Cereales, mezcla",1996,1996,55195.0,31703.0,1741.0
1199.02,"Cereales, mezcla",1997,1997,27642.0,35006.0,789.6
1199.02,"Cereales, mezcla",1998,1998,40154.0,37943.0,1058.3
1199.02,"Cereales, mezcla",1999,1999,27180.0,32726.0,830.5
1199.02,"Cereales, mezcla",2000,2000,68847.0,33030.0,2084.4
1199.02,"Cereales, mezcla",2001,2001,45652.0,32679.0,1397.0
1199.02,"Cereales, mezcla",2002,2002,60415.0,35391.0,1707.1
1199.02,"Cereales, mezcla",2003,2003,60415.0,35391.0,1707.1
1199.02,"Cereales, mezcla",2004,2004,100890.0,39523.0,2552.7
1199.02,"Cereales, mezcla",2005,2005,21260.0,12753.0,1667.1
1199.02,"Cereales, mezcla",2006,2006,48862.0,19020.0,2569.0
1199.02,"Cereales, mezcla",2007,2007,37248.0,14393.0,2587.9
1199.02,"Cereales, mezcla",2008,2008,37200.0,14400.0,2583.3
1199.02,"Cereales, mezcla",2009,2009,32000.0,12555.0,2548.8
1199.02,"Cereales, mezcla",2010,2010,12895.0,10036.0,1284.9
1199.02,"Cereales, mezcla",2011,2011,18760.0,9399.0,1996.0
1199.02,"Cereales, mezcla",2012,2012,4200.0,3900.0,1076.9
1199.02,"Cereales, mezcla",2013,2013,8731.0,7562.0,1154.6
1199.02,"Cereales, mezcla",2014,2014,9909.0,7185.0,1379.1
1199.02,"Cereales, mezcla",2015,2015,10000.0,7200.0,1388.9
1199.02,"Cereales, mezcla",2016,2016,11014.0,7260.0,1517.1
1199.02,"Cereales, mezcla",2017,2017,6407.0,4245.0,1509.3
1199.02,"Cereales, mezcla",2018,2018,159860.0,48610.0,3288.6
1199.02,"Cereales, mezcla",2019,2019,86170.0,43930.0,1961.5
1199.02,"Cereales, mezcla",2020,2020,133120.0,44260.0,3007.7
1199.02,"Cereales, mezcla",2021,2021,112750.0,45610.0,2472.0
1199.02,"Cereales, mezcla",2022,2022,100930.0,45670.0,2210.0
1199.02,"Cereales, mezcla",2023,2023,32940.0,37130.0,887.2
1199.9,Cereales n.c.p.,1990,1990,14326.8,11149.0,1285.0
1199.9,Cereales n.c.p.,1991,1991,15261.44,11828.0,1290.3
1199.9,Cereales n.c.p.,1992,1992,16196.07,12502.0,1295.5
1199.9,Cereales n.c.p.,1993,1993,17130.71,13170.0,1300.8
1199.9,Cereales n.c.p.,1994,1994,18065.34,13833.0,1306.0
1199.9,Cereales n.c.p.,1995,1995,18999.98,14490.0,1311.3
1199.9,Cereales n.c.p.,1996,1996,19934.61,15142.0,1316.5
1199.9,Cereales n.c.p.,1997,1997,20869.25,15789.0,1321.8
1199.9,Cereales n.c.p.,1998,1998,21803.88,16431.0,1327.0
1199.9,Cereales n.c.p.,1999,1999,22957.04,17232.0,1332.3
1199.9,Cereales n.c.p.,2000,2000,25967.63,19415.0,1337.5
1199.9,Cereales n.c.p.,2001,2001,28978.22,21581.0,1342.7
1199.9,Cereales n.c.p.,2002,2002,31941.89,24008.0,1330.5
1199.9,Cereales n.c.p.,2003,2003,32928.48,26405.0,1247.0
1199.9,Cereales n.c.p.,2004,2004,33739.0,27214.0,1239.8
1199.9,Cereales n.c.p.,2005,2005,15709.0,27872.0,563.6
1199.9,Cereales n.c.p.,2006,2006,53073.0,34725.0,1528.4
1199.9,Cereales n.c.p.,2007,2007,54559.0,31302.0,1743.0
1199.9,Cereales n.c.p.,2008,2008,58213.0,30061.0,1936.5
1199.9,Cereales n.c.p.,2009,2009,55708.0,36053.0,1545.2
1199.9,Cereales n.c.p.,2010,2010,53212.0,38368.0,1386.9
1199.9,Cereales n.c.p.,2011,2011,56702.0,41195.0,1376.4
1199.9,Cereales n.c.p.,2012,2012,49661.0,52209.0,951.2
1199.9,Cereales n.c.p.,2013,2013,68101.0,44984.0,1513.9
1199.9,Cereales n.c.p.,2014,2014,41349.72,32292.0,1280.5
1199.9,Cereales n.c.p.,2015,2015,36758.35,29441.0,1248.5
1199.9,Cereales n.c.p.,2016,2016,15412.0,6131.0,2513.8
1199.9,Cereales n.c.p.,2017,2017,4284.0,1946.0,2201.4
1199.9,Cereales n.c.p.,2018,2018,17650.0,6670.0,2646.2
1199.9,Cereales n.c.p.,2019,2019,25850.0,9120.0,2834.4
1199.9,Cereales n.c.p.,2020,2020,31750.0,9310.0,3410.3
1199.9,Cereales n.c.p.,2021,2021,27860.0,8950.0,3112.8
1199.9,Cereales n.c.p.,2022,2022,5510.0,2480.0,2221.8
1199.9,Cereales n.c.p.,2023,2023,13400.0,5610.0,2388.6
1211.0,Esparragos,1961,1961,15000.0,2600.0,5769.2
1211.0,Esparragos,1962,1962,20000.0,3200.0,6250.0
1211.0,Esparragos,1963,1963,23000.0,4400.0,5227.3
1211.0,Esparragos,1964,1964,27000.0,4800.0,5625.0
1211.0,Esparragos,1965,1965,27000.0,5000.0,5400.0
1211.0,Esparragos,1966,1966,30800.0,5800.0,5310.3
1211.0,Esparragos,1967,1967,25800.0,6300.0,4095.2
1211.0,Esparragos,1968,1968,32300.0,6700.0,4820.9
1211.0,Esparragos,1969,1969,34200.0,7200.0,4750.0
1211.0,Esparragos,1970,1970,35000.0,8000.0,4375.0
1211.0,Esparragos,1971,1971,30300.0,8600.0,3523.3
1211.0,Esparragos,1972,1972,32300.0,9100.0,3549.5
1211.0,Esparragos,1973,1973,39200.0,10500.0,3733.3
1211.0,Esparragos,1974,1974,47200.0,12500.0,3776.0
1211.0,Esparragos,1975,1975,36700.0,13100.0,2801.5
1211.0,Esparragos,1976,1976,47200.0,13100.0,3603.1
1211.0,Esparragos,1977,1977,34300.0,13400.0,2559.7
1211.0,Esparragos,1978,1978,37900.0,13260.0,2858.2
1211.0,Esparragos,1979,1979,48250.0,13960.0,3456.3
1211.0,Esparragos,1980,1980,50700.0,14700.0,3449.0
1211.0,Esparragos,1981,1981,51300.0,14700.0,3489.8
1211.0,Esparragos,1982,1982,49600.0,15600.0,3179.5
1211.0,Esparragos,1983,1983,55900.0,17300.0,3231.2
1211.0,Esparragos,1984,1984,54672.0,19000.0,2877.5
1211.0,Esparragos,1985,1985,69200.0,18799.0,3681.0
1211.0,Esparragos,1986,1986,77800.0,20300.0,3832.5
1211.0,Esparragos,1987,1987,82300.0,21900.0,3758.0
1211.0,Esparragos,1988,1988,82400.0,24500.0,3363.3
1211.0,Esparragos,1989,1989,99400.0,26000.0,3823.1
1211.0,Esparragos,1990,1990,104500.0,28100.0,3718.9
1211.0,Esparragos,1991,1991,102300.0,28400.0,3602.1
1211.0,Esparragos,1992,1992,96600.0,25400.0,3803.1
1211.0,Esparragos,1993,1993,101100.0,23100.0,4376.6
1211.0,Esparragos,1994,1994,83300.0,21000.0,3966.7
1211.0,Esparragos,1995,1995,77400.0,19000.0,4073.7
1211.0,Esparragos,1996,1996,78100.0,21000.0,3719.0
1211.0,Esparragos,1997,1997,66137.0,15710.0,4209.9
1211.0,Esparragos,1998,1998,54000.0,14230.0,3794.8
1211.0,Esparragos,1999,1999,60257.0,15554.0,3874.1
1211.0,Esparragos,2000,2000,61164.0,15715.0,3892.1
1211.0,Esparragos,2001,2001,64858.0,15251.0,4252.7
1211.0,Esparragos,2002,2002,64989.0,14931.0,4352.6
1211.0,Esparragos,2003,2003,60273.0,14464.0,4167.1
1211.0,Esparragos,2004,2004,54577.0,13522.0,4036.2
1211.0,Esparragos,2005,2005,47963.0,13419.0,3574.3
1211.0,Esparragos,2006,2006,56210.0,11999.0,4684.6
1211.0,Esparragos,2007,2007,35396.0,11012.0,3214.3
1211.0,Esparragos,2008,2008,44169.0,10243.0,4312.1
1211.0,Esparragos,2009,2009,46324.0,10387.0,4459.8
1211.0,Esparragos,2010,2010,50362.0,10178.0,4948.1
1211.0,Esparragos,2011,2011,58496.0,11065.0,5286.6
1211.0,Esparragos,2012,2012,50212.0,10231.0,4907.8
1211.0,Esparragos,2013,2013,48700.0,9900.0,4919.2
1211.0,Esparragos,2014,2014,48814.0,10112.0,4827.3
