Código del producto (CPC),Producto,Código del año,Año,Produccion(toneladas),Area_cosechada(ha),Rendimiento(kg/ha),temp_media,dias_calefaccion,dias_refrigeracion,dias_helada,temp_max,temp_max_media,temp_max_min,temp_min_max,temp_min_media,temp_min,rango_temp_anual,rango_temp_media,temp_stress,helada_stress,temp_media_prev_year,dias_helada_prev_year,temp_max_prev_year,temp_min_prev_year,dias_calefaccion_prev_year,dias_refrigeracion_prev_year,rendimiento_prev_year
1450.0,"Aceitunas, olivas",1993,1993,2809907.0,2092000.0,1343.2,286.1007628151515,1745.9614298967845,204.3451365889031,48.19807177332037,305.88836287090896,289.9875455385407,273.60393062360924,295.3087654853962,282.58128813708936,267.2996875672321,38.58867530367684,7.406257401451342,1,1,286.25588007488756,43.84507307560949,305.0396935998257,269.34841992701166,1690.4074778838421,197.93469691337728,1549.4
1450.0,"Aceitunas, olivas",1994,1994,2799000.0,2094000.0,1336.7,287.25139550054695,1469.712554331681,279.594744858409,31.56219518824156,306.57270166382216,291.15662452427404,274.9875977685532,296.23453571725474,283.7359801339033,269.7418272328307,36.83087443099146,7.4206443903707395,1,1,286.1007628151515,48.19807177332037,305.88836287090896,267.2996875672321,1745.9614298967845,204.3451365889031,1343.2
1450.0,"Aceitunas, olivas",1995,1995,1694200.0,2119395.0,799.4,286.66368507399244,1567.655674031807,205.07582198019517,37.39893617659335,305.2845893349912,290.4571521638067,275.5868458901852,295.4326724938186,283.17095895697025,268.6595386237318,36.625050711259405,7.286193206836458,1,1,287.25139550054695,31.56219518824156,306.57270166382216,269.7418272328307,1469.712554331681,279.594744858409,1336.7
1450.0,"Aceitunas, olivas",1996,1996,4517200.0,2125630.0,2125.1,286.1614340461803,1688.6812105639128,179.4859313636965,39.129529084317525,304.6852497212027,289.68825819633827,272.95015168979006,294.63907950247017,282.8769739909218,268.3499292440299,36.335320477172786,6.811284205416484,1,1,286.66368507399244,37.39893617659335,305.2845893349912,268.6595386237318,1567.655674031807,205.07582198019517,799.4
1450.0,"Aceitunas, olivas",1997,1997,5879640.0,2207556.0,2663.4,286.7590623096082,1536.749134460967,189.40986502418593,36.13162292791342,304.17448834703515,290.5751755718574,276.3793580504652,294.1002477359576,283.2453987468807,270.841564080371,33.33292426666418,7.329776824976705,1,1,286.1614340461803,39.129529084317525,304.6852497212027,268.3499292440299,1688.6812105639128,179.4859313636965,2125.1
1450.0,"Aceitunas, olivas",1998,1998,4279180.0,2194000.0,1950.4,286.7244634139556,1614.0503664856008,252.38924719975722,41.011944986075626,306.2217482163384,290.6403978649608,275.77806142907326,295.8842958725851,283.1666386422368,268.76223918796103,37.4595090283774,7.47375922272397,1,1,286.7590623096082,36.13162292791342,304.17448834703515,270.841564080371,1536.749134460967,189.40986502418593,2663.4
1450.0,"Aceitunas, olivas",1999,1999,3460100.0,2200000.0,1572.8,286.90706604567475,1578.4341255915442,244.94499173003732,40.87834541854193,305.8359162031222,290.7463235469903,274.61747422944524,295.9917566148756,283.44399701255196,268.15463653166046,37.681279671461766,7.30232653443835,1,1,286.7244634139556,41.011944986075626,306.2217482163384,268.76223918796103,1614.0503664856008,252.38924719975722,1950.4
1450.0,"Aceitunas, olivas",2000,2000,4943800.0,2300000.0,2149.5,287.1113366790495,1505.3295413657913,252.19053708120043,35.66280053241257,306.4343789715603,291.1277141849259,274.49546375857994,295.3899420604033,283.4712295467682,267.1648346481357,39.26954432342461,7.6564846381576785,1,1,286.90706604567475,40.87834541854193,305.8359162031222,268.15463653166046,1578.4341255915442,244.94499173003732,1572.8
1450.0,"Aceitunas, olivas",2001,2001,6762600.0,2400000.0,2817.8,287.01940724082357,1540.8026741460246,257.3082034922529,37.3246120080138,305.8219699329828,290.8836649305668,273.41872096805736,295.76280633482475,283.5202350243388,266.2082579697748,39.613711963208004,7.363429906228021,1,1,287.1113366790495,35.66280053241257,306.4343789715603,267.1648346481357,1505.3295413657913,252.19053708120043,2149.5
1450.0,"Aceitunas, olivas",2002,2002,4414911.0,2430582.0,1816.4,287.06844750735485,1437.7940683850077,212.04789275992187,28.39098886809801,304.9621314609659,290.86270774768957,275.2864091130011,294.8989748517646,283.6234484333587,268.6020214463138,36.36011001465209,7.239259314330866,1,0,287.01940724082357,37.3246120080138,305.8219699329828,266.2082579697748,1540.8026741460246,257.3082034922529,2817.8
1450.0,"Aceitunas, olivas",2003,2003,7553566.0,2439582.0,3096.3,287.12125198801965,1633.3053898384555,342.6918403826793,43.36554620281871,307.79699868227425,291.0557006161184,274.9142127985802,296.45298597966274,283.4917153300711,267.99070488249345,39.8062937997808,7.563985286047284,1,1,287.06844750735485,28.39098886809801,304.9621314609659,268.6020214463138,1437.7940683850077,212.04789275992187,1816.4
1450.0,"Aceitunas, olivas",2004,2004,5200029.0,2464774.0,2109.7,286.7348590766018,1601.327200135888,236.17080907464205,38.828156659922044,305.8055847676678,290.61025701903696,275.1106006417433,295.3990724709927,283.2029514071501,268.1167239171406,37.68886085052725,7.407305611886841,1,1,287.12125198801965,43.36554620281871,307.79699868227425,267.99070488249345,1633.3053898384555,342.6918403826793,3096.3
1450.0,"Aceitunas, olivas",2005,2005,4021720.0,2465258.0,1631.4,286.3780513454515,1728.3781593936064,238.4259853616674,51.51664199549696,305.96248665055384,290.34876642548187,274.2019298861195,295.3778097314936,282.76377355000994,267.0731797125183,38.88930693803553,7.584992875471926,1,1,286.7348590766018,38.828156659922044,305.8055847676678,268.1167239171406,1601.327200135888,236.17080907464205,2109.7
1450.0,"Aceitunas, olivas",2006,2006,5679021.0,2483697.0,2286.5,286.9985306218832,1566.8273953117377,271.3027397207526,40.704819626128014,305.4532641026266,290.964476170417,272.76531440566464,295.5677561779861,283.4102449729585,267.0704683616412,38.38279574098539,7.5542311974585346,1,1,286.3780513454515,51.51664199549696,305.96248665055384,267.0731797125183,1728.3781593936064,238.4259853616674,1631.4
1450.0,"Aceitunas, olivas",2007,2007,6140251.0,2470162.0,2485.8,287.1507426097235,1480.1569599960287,260.98905867333224,31.778311141693322,307.4317353642266,291.2339121089602,275.9964747924312,295.76665302437385,283.44990285945954,270.1193155088852,37.312419855341375,7.784009249500684,1,1,286.9985306218832,40.704819626128014,305.4532641026266,267.0704683616412,1566.8273953117377,271.3027397207526,2286.5
1450.0,"Aceitunas, olivas",2008,2008,5570727.0,2450471.0,2273.3,287.03724640467624,1505.8450405078222,255.08011671666483,31.886098307724914,305.80302308689755,290.9950056197561,276.1178427126365,295.0381747602653,283.4337731524582,270.1819431740713,35.62107991282625,7.561232467297941,1,1,287.1507426097235,31.778311141693322,307.4317353642266,270.1193155088852,1480.1569599960287,260.98905867333224,2485.8
1450.0,"Aceitunas, olivas",2009,2009,6972094.0,2449828.0,2846.0,287.28813102791526,1494.4459607451208,279.6368532105015,34.14338303063743,306.34256073528906,291.24100608954603,275.0704876064524,295.6080734494168,283.6464182640512,268.6605905560096,37.68197017927946,7.594587825494841,1,1,287.03724640467624,31.886098307724914,305.80302308689755,270.1819431740713,1505.8450405078222,255.08011671666483,2273.3
1450.0,"Aceitunas, olivas",2010,2010,7197600.0,2475466.0,2907.6,286.7947085743779,1610.5001379737055,260.7185042981323,40.4754534382614,306.08850369046473,290.48464574268365,273.7800599602308,295.8981426403824,283.3580428424953,267.81084378577896,38.27765990468578,7.126602900188345,1,1,287.28813102791526,34.14338303063743,306.34256073528906,268.6605905560096,1494.4459607451208,279.6368532105015,2846.0
1450.0,"Aceitunas, olivas",2011,2011,7820060.0,2503675.0,3123.4,287.2307238694058,1501.641882143571,275.92079944266743,37.151180039906464,306.1600545322523,291.3324843309218,275.9442959711633,295.46913493233046,283.5241420747689,269.45176841057764,36.70828612167463,7.808342256152855,1,1,286.7947085743779,40.4754534382614,306.08850369046473,267.81084378577896,1610.5001379737055,260.7185042981323,2907.6
1450.0,"Aceitunas, olivas",2012,2012,3849300.0,2504261.0,1537.1,287.3073748102888,1593.4825014198937,345.5447821749938,43.368775950410395,307.8185576545234,291.4773670693835,272.4095936288742,296.4959995958872,283.4542496330153,265.4712392275121,42.34731842701126,8.023117436368182,1,1,287.2307238694058,37.151180039906464,306.1600545322523,269.45176841057764,1501.641882143571,275.92079944266743,3123.4
1450.0,"Aceitunas, olivas",2013,2013,9276100.0,2507000.0,3700.1,287.0777248962769,1536.052014357409,266.643607210182,37.523284752050756,306.25078944049886,290.995285738013,276.39696351152327,295.5033768034242,283.4755565762236,270.4683120261409,35.78247741435797,7.519729161789428,1,1,287.3073748102888,43.368775950410395,307.8185576545234,265.4712392275121,1593.4825014198937,345.5447821749938,1537.1
1450.0,"Aceitunas, olivas",2014,2014,4560400.0,2515800.0,1812.7,287.6236819428589,1293.1435143046865,224.9890989148527,20.804128153533632,304.3484445869662,291.4563649248393,275.2428418401372,294.4550869325343,284.11763477165624,269.5318186554497,34.81662593151651,7.338730153183064,1,0,287.0777248962769,37.523284752050756,306.25078944049886,270.4683120261409,1536.052014357409,266.643607210182,3700.1
1450.0,"Aceitunas, olivas",2015,2015,5947700.0,2351370.0,2529.5,287.62364277191796,1422.5236683053147,320.9695154030647,32.70359918667427,307.317973077181,291.78615205209326,275.8839418341631,296.6522923803944,283.8642943452784,268.86611988419247,38.45185319298855,7.921857706814876,1,1,287.6236819428589,20.804128153533632,304.3484445869662,269.5318186554497,1293.1435143046865,224.9890989148527,1812.7
1450.0,"Aceitunas, olivas",2016,2016,7082550.0,2521694.0,2808.6,287.5176121793144,1420.6007420348917,287.9683711653339,30.736334394993577,305.6941215038468,291.53461556886816,276.2354766704348,295.5692040748683,283.8350127121245,269.19497414753585,36.49914735631097,7.699602856743638,1,1,287.62364277191796,32.70359918667427,307.317973077181,268.86611988419247,1422.5236683053147,320.9695154030647,2529.5
1450.0,"Aceitunas, olivas",2017,2017,6549499.0,2554829.0,2563.6,287.5096130863692,1492.4159508185305,336.3428976829892,37.107977118400804,307.6598339555844,291.843257906677,272.6035432606972,296.76263539702313,283.5262012103228,266.1596886936545,41.5001452619299,8.3170566963542,1,1,287.5176121793144,30.736334394993577,305.6941215038468,269.19497414753585,1420.6007420348917,287.9683711653339,2808.6
1450.0,"Aceitunas, olivas",2018,2018,9819570.0,2579000.0,3807.5,287.6465051745088,1401.0104248744594,289.50822630198184,31.123101594172656,305.884562631129,291.55211920202026,274.79566487500006,295.91385800733497,284.1055826158252,268.65408190218574,37.230480728943235,7.446536586195066,1,1,287.5096130863692,37.107977118400804,307.6598339555844,266.1596886936545,1492.4159508185305,336.3428976829892,2563.6
1450.0,"Aceitunas, olivas",2019,2019,5965080.0,2601900.0,2292.6,287.72576704548504,1385.324142697408,315.3376603529052,30.715578218080594,306.4695744840535,291.9078118448761,276.0000018353263,295.7602359425585,283.9047067142132,268.9705748994052,37.49899958464829,8.003105130662902,1,1,287.6465051745088,31.123101594172656,305.884562631129,268.65408190218574,1401.0104248744594,289.50822630198184,3807.5
1450.0,"Aceitunas, olivas",2020,2020,8137810.0,2623720.0,3101.6,287.7130013268078,1354.2230952918346,296.5888905133155,28.52742101529625,306.5228756411589,291.88164925375145,278.2322360550666,295.77668241110644,283.94883852348704,271.7911476310694,34.73172801008951,7.932810730264407,1,0,287.72576704548504,30.715578218080594,306.4695744840535,268.9705748994052,1385.324142697408,315.3376603529052,2292.6
1450.0,"Aceitunas, olivas",2021,2021,8256550.0,2623290.0,3147.4,287.35348643437146,1480.8426162391615,307.05912194220775,33.2094228710059,308.24737057454814,291.4206173032829,275.2469060538551,296.56738767128405,283.6408571390978,268.9551140063876,39.29225656816055,7.779760164185063,1,1,287.7130013268078,28.52742101529625,306.5228756411589,271.7911476310694,1354.2230952918346,296.5888905133155,3101.6
1450.0,"Aceitunas, olivas",2022,2022,3940070.0,2635280.0,1495.1,288.1619388904938,1347.041253688516,374.30939146850943,31.997241475279164,307.79070310185205,292.4265317939293,277.20435507177945,296.3958973729588,284.2907966932835,269.73363727843065,38.0570658234214,8.135735100645832,1,1,287.35348643437146,33.2094228710059,308.24737057454814,268.9551140063876,1480.8426162391615,307.05912194220775,3147.4
1450.0,"Aceitunas, olivas",2023,2023,5101010.0,2651110.0,1924.1,288.23006147781865,1297.1166913216196,356.82129070035023,29.659907370461955,308.2148719891989,292.4214795968906,276.6689280111905,297.1407544455226,284.4467345974162,269.9639130910295,38.250958898169415,7.97474499947441,1,0,288.1619388904938,31.997241475279164,307.79070310185205,269.73363727843065,1347.041253688516,374.30939146850943,1495.1
1311.0,Aguacates,1961,1961,340.0,35.0,9714.3,286.80763769829696,1525.9221114834718,201.44018157836774,35.328159824622134,304.9764432795803,290.62871354957196,274.2494855067815,294.7235230011855,283.25172977847484,268.7090227451479,36.267420534432404,7.376983771097116,1,1,,,,,,,
1311.0,Aguacates,1962,1962,373.0,35.0,10657.1,286.1197731586565,1804.4126751120866,239.09839621737376,49.6428301089302,305.5229638698507,289.7922774529139,272.4121119008157,294.97321614820623,282.59882036337564,267.2376919399738,38.2852719298769,7.193457089538242,1,1,286.80763769829696,35.328159824622134,304.9764432795803,268.7090227451479,1525.9221114834718,201.44018157836774,9714.3
1311.0,Aguacates,1963,1963,377.0,35.0,10771.4,285.7126528765204,1856.5018551467365,187.69312224032788,50.92473277072114,304.58355227279674,289.2769520302579,270.5420345630525,294.7281136957206,282.34513769300594,263.9617199557269,40.621832317069845,6.9318143372519785,1,1,286.1197731586565,49.6428301089302,305.5229638698507,267.2376919399738,1804.4126751120866,239.09839621737376,10657.1
1311.0,Aguacates,1964,1964,347.0,30.0,11566.7,285.98610519487335,1794.2415061776082,187.4284423017169,47.86216278106131,303.43212332015,289.7007015046934,274.32455512315136,294.1447242500483,282.5460865008486,267.87193719806555,35.560186122084474,7.15461500384481,1,1,285.7126528765204,50.92473277072114,304.58355227279674,263.9617199557269,1856.5018551467365,187.69312224032788,10771.4
1311.0,Aguacates,1965,1965,400.0,40.0,10000.0,285.6526443069993,1834.671698744859,172.91833744799143,50.126666630240905,304.50151545329675,289.3557138835564,273.6895715711187,294.1546375560687,282.16101747111685,266.50432943845107,37.99718601484568,7.194696412439555,1,1,285.98610519487335,47.86216278106131,303.43212332015,267.87193719806555,1794.2415061776082,187.4284423017169,11566.7
1311.0,Aguacates,1966,1966,469.0,52.0,9019.2,286.3057880273717,1646.9850025042545,171.98915854885414,40.425358547460725,304.23489280072755,289.99131329909113,273.88474008701826,294.3655876842265,282.9115738288905,267.5039410472639,36.73095175346367,7.07973947020065,1,1,285.6526443069993,50.126666630240905,304.50151545329675,266.50432943845107,1834.671698744859,172.91833744799143,10000.0
1311.0,Aguacates,1967,1967,599.0,62.0,9661.3,286.0904514726525,1729.956816439937,190.07513561506872,45.79382909499729,305.20385795102686,289.9315458611983,272.70323207282627,294.881382603196,282.5690566458119,265.4949109734719,39.708946977554945,7.362489215386404,1,1,286.3057880273717,40.425358547460725,304.23489280072755,267.5039410472639,1646.9850025042545,171.98915854885414,9019.2
1311.0,Aguacates,1968,1968,555.0,42.0,13214.3,286.21278922552017,1675.6165589298005,171.80376912986813,42.04437438571056,305.674626915123,289.95187513518016,272.7865077672116,295.52027994468733,282.7959643802896,265.57543726753124,40.09918964759174,7.155910754890556,1,1,286.0904514726525,45.79382909499729,305.20385795102686,265.4949109734719,1729.956816439937,190.07513561506872,9661.3
1311.0,Aguacates,1969,1969,674.0,63.0,10698.4,285.778113920683,1771.8990667330886,155.53040463716212,44.67825546175555,303.9533582532718,289.33632057878395,274.5485236849745,294.4814141729205,282.50043414100014,267.9361438557065,36.01721439756528,6.835886437783813,1,1,286.21278922552017,42.04437438571056,305.674626915123,265.57543726753124,1675.6165589298005,171.80376912986813,13214.3
1311.0,Aguacates,1970,1970,600.0,40.0,15000.0,286.16307947469664,1711.2483969525565,194.3305974948279,43.028855171548,304.1670050954426,289.94119569349965,275.0767690456722,294.26069677639765,282.66556170639205,269.02207826919755,35.14492682624507,7.275633987107597,1,1,285.778113920683,44.67825546175555,303.9533582532718,267.9361438557065,1771.8990667330886,155.53040463716212,10698.4
1311.0,Aguacates,1971,1971,887.0,54.0,16425.9,285.76922043690814,1783.7292437334602,168.94909246466906,44.22971674425421,304.8113651526673,289.48540502383355,273.7375441571824,294.64004344371546,282.40874538483587,267.4107959522115,37.40056920045578,7.076659638997683,1,1,286.16307947469664,43.028855171548,304.1670050954426,269.02207826919755,1711.2483969525565,194.3305974948279,15000.0
1311.0,Aguacates,1972,1972,1526.0,108.0,14129.6,285.6977063946097,1731.358328388539,130.4755782813584,35.23583087240763,303.61330557438725,289.16712064247923,274.8901358123662,294.07343378260714,282.5247023957082,269.6573355275284,33.95597004685885,6.642418246771058,1,1,285.76922043690814,44.22971674425421,304.8113651526673,267.4107959522115,1783.7292437334602,168.94909246466906,16425.9
1311.0,Aguacates,1973,1973,1800.0,150.0,12000.0,285.83468265958817,1819.003513631652,184.5842548162491,50.950370761971485,305.0103305566532,289.6437660814912,274.5458115209049,294.66075759917044,282.3825410160423,267.9280622188776,37.08226833777559,7.261225065448912,1,1,285.6977063946097,35.23583087240763,303.61330557438725,269.6573355275284,1731.358328388539,130.4755782813584,14129.6
1311.0,Aguacates,1974,1974,2000.0,200.0,10000.0,285.9126575490264,1725.400167302409,170.83633374260222,35.79846948635833,304.6900688031692,289.6093058017927,277.5484198630729,294.25681543850186,282.55620751383225,271.4812898721556,33.20877893101357,7.053098287960438,1,1,285.83468265958817,50.950370761971485,305.0103305566532,267.9280622188776,1819.003513631652,184.5842548162491,12000.0
1311.0,Aguacates,1975,1975,2500.0,300.0,8333.3,285.9463116297157,1724.0002586922296,162.48163500263715,40.99441613289761,304.43282422754186,289.5735620799555,276.52761092992324,294.2918283247219,282.67632605857847,271.06078393408336,33.3720402934585,6.897236021377012,1,1,285.9126575490264,35.79846948635833,304.6900688031692,271.4812898721556,1725.400167302409,170.83633374260222,10000.0
1311.0,Aguacates,1976,1976,3000.0,450.0,6666.7,285.60895411178956,1786.5520207506686,129.8559104654201,43.772476382351286,302.9192345391193,289.2306178523159,274.8512129538123,293.3232641374334,282.3028660435136,268.33469383636697,34.58454070275235,6.927751808802327,1,1,285.9463116297157,40.99441613289761,304.43282422754186,271.06078393408336,1724.0002586922296,162.48163500263715,8333.3
1311.0,Aguacates,1977,1977,4000.0,580.0,6896.6,286.220336435033,1575.738104121845,139.9355271757284,33.24172936782669,303.0685123932735,289.8970951733894,276.1248941295862,293.433724477619,282.86581838680587,270.0677260019247,33.00078639134881,7.031276786583533,1,1,285.60895411178956,43.772476382351286,302.9192345391193,268.33469383636697,1786.5520207506686,129.8559104654201,6666.7
1311.0,Aguacates,1978,1978,4948.0,628.0,7879.0,285.6081473025563,1766.256097895435,143.58127301910545,41.109449221869305,304.45535922243727,289.3028642846922,275.22083872033613,293.54804042344995,282.26410637408725,269.13955530992973,35.31580391250753,7.038757910604943,1,1,286.220336435033,33.24172936782669,303.0685123932735,270.0677260019247,1575.738104121845,139.9355271757284,6896.6
1311.0,Aguacates,1979,1979,6000.0,850.0,7058.8,285.99025966173946,1707.0412220276978,164.37009187021832,39.05553311143561,304.15159685619125,289.6333387850818,273.1986912057646,294.2324287860298,282.7110436292027,266.39875893647803,37.752837919713215,6.9222951558790555,1,1,285.6081473025563,41.109449221869305,304.45535922243727,269.13955530992973,1766.256097895435,143.58127301910545,7879.0
1311.0,Aguacates,1980,1980,7596.0,910.0,8347.3,285.60237411370053,1840.1701314805964,167.40665786397477,46.08480320164778,304.93182225494775,289.3367437354262,273.4413353395484,295.0939183244461,282.2211016337421,267.25546527414195,37.67635698080579,7.115642101684102,1,1,285.99025966173946,39.05553311143561,304.15159685619125,266.39875893647803,1707.0412220276978,164.37009187021832,7058.8
1311.0,Aguacates,1981,1981,10000.0,1500.0,6666.7,286.15336980101773,1701.725095182686,181.5202583010668,47.35913560446631,304.5188344697658,290.060758674121,273.42371220470864,294.2026530444274,282.57587209627405,267.62636896441984,36.89246550534597,7.484886577846964,1,1,285.60237411370053,46.08480320164778,304.93182225494775,267.25546527414195,1840.1701314805964,167.40665786397477,8347.3
1311.0,Aguacates,1982,1982,15000.0,2000.0,7500.0,286.366110211404,1660.305388005183,201.58827417768808,39.71976149546507,304.8208280332075,290.1132202802975,276.41372431035563,294.7536991277708,282.99919493117187,270.61675896249267,34.20406907071481,7.114025349125654,1,1,286.15336980101773,47.35913560446631,304.5188344697658,267.62636896441984,1701.725095182686,181.5202583010668,6666.7
1311.0,Aguacates,1983,1983,20000.0,2500.0,8000.0,286.22509829735003,1689.456832621631,189.69572668607495,46.498697409580224,305.86578851253654,290.21543372096465,273.4523590956287,294.99532126680026,282.6436566785409,266.45493320138434,39.410855311152204,7.571777042423776,1,1,286.366110211404,39.71976149546507,304.8208280332075,270.61675896249267,1660.305388005183,201.58827417768808,7500.0
1311.0,Aguacates,1984,1984,24549.0,3016.0,8139.6,285.71959963110544,1774.151377462558,153.54839786917248,42.21003118155612,305.2310488893015,289.3973742708826,275.5560486708844,294.2954747030497,282.36215440556526,270.0676716724995,35.16337721680202,7.035219865317345,1,1,286.22509829735003,46.498697409580224,305.86578851253654,266.45493320138434,1689.456832621631,189.69572668607495,8000.0
1311.0,Aguacates,1985,1985,27956.0,3795.0,7366.5,286.12425196462146,1774.6626438335018,214.34811322523743,45.44325407616451,305.58939005145027,290.04986870506195,270.4639720856351,294.491991789422,282.5160128372668,263.41736016054926,42.172029890901,7.5338558677951255,1,1,285.71959963110544,42.21003118155612,305.2310488893015,270.0676716724995,1774.151377462558,153.54839786917248,8139.6
1311.0,Aguacates,1986,1986,30282.0,4125.0,7341.1,286.1463643311997,1739.0403115003749,199.28390030364625,44.8389397750507,304.4651435222871,289.9551289273051,273.5729569933569,294.5101561857941,282.68571384385285,267.3567962792305,37.10834724305664,7.269415083452259,1,1,286.12425196462146,45.44325407616451,305.58939005145027,263.41736016054926,1774.6626438335018,214.34811322523743,7366.5
1311.0,Aguacates,1987,1987,32534.0,4274.0,7612.1,286.276671125904,1730.5995597725855,229.05907507738775,43.94747629802164,305.40776867142733,289.96606385886406,271.9160075500288,295.3951562906774,282.88661919224614,265.3994660333039,40.00830263812344,7.079444666617917,1,1,286.1463643311997,44.8389397750507,304.4651435222871,267.3567962792305,1739.0403115003749,199.28390030364625,7341.1
