Real,Predicho,Producto,Año,Error_Absoluto,Error_Porcentual,Region
8025.999999999998,9559.513074903001,"Raíces y tubérculos comestibles con alto contenido en almidón o inulina, frescos n.c.p.",2009,1533.5130749030031,19.1068162833666,No asignado
6498.999999999995,8412.574036606893,"Raíces y tubérculos comestibles con alto contenido en almidón o inulina, frescos n.c.p.",2010,1913.5740366068976,29.44413042940297,No asignado
5731.000000000002,7524.698728580186,"Raíces y tubérculos comestibles con alto contenido en almidón o inulina, frescos n.c.p.",2011,1793.6987285801843,31.298180571980172,No asignado
6971.999999999995,6043.231213501948,"Raíces y tubérculos comestibles con alto contenido en almidón o inulina, frescos n.c.p.",2012,928.7687864980471,13.321411166064943,No asignado
6880.0,7855.2090509245945,"Raíces y tubérculos comestibles con alto contenido en almidón o inulina, frescos n.c.p.",2013,975.2090509245945,14.17455015878771,No asignado
7121.569999999999,6516.497301052989,"Raíces y tubérculos comestibles con alto contenido en almidón o inulina, frescos n.c.p.",2014,605.0726989470095,8.496338573474805,No asignado
6978.220000000005,7285.720264017858,"Raíces y tubérculos comestibles con alto contenido en almidón o inulina, frescos n.c.p.",2015,307.5002640178536,4.406571647466738,No asignado
8748.000000000004,9059.31363084616,"Raíces y tubérculos comestibles con alto contenido en almidón o inulina, frescos n.c.p.",2016,311.31363084615623,3.558683480180111,No asignado
8358.999999999995,8497.41094511264,"Raíces y tubérculos comestibles con alto contenido en almidón o inulina, frescos n.c.p.",2017,138.410945112646,1.6558313806991996,No asignado
841594.9999999998,866443.5469269119,Repollos,1963,24848.546926912153,2.952554010766718,No asignado
812836.0000000003,812923.1707731462,Repollos,1964,87.17077314585913,0.010724275640579291,No asignado
761653.0000000005,823502.0215706322,Repollos,1965,61849.02157063177,8.120367355033293,No asignado
757600.0,796969.0212493043,Repollos,1966,39369.02124930429,5.196544515483671,No asignado
748428.0000000002,817283.4955821695,Repollos,1967,68855.49558216927,9.200015977778657,No asignado
769999.9999999997,744930.7319058047,Repollos,1968,25069.268094194937,3.2557491031422012,No asignado
764599.9999999997,788480.3702869577,Repollos,1969,23880.37028695806,3.1232501029241524,No asignado
675900.0000000003,799609.6523104983,Repollos,1970,123709.65231049794,18.302951961902334,No asignado
712000.0000000002,677602.3834109249,Repollos,1971,34397.6165890753,4.831125925431923,No asignado
627299.9999999997,777277.6725194793,Repollos,1972,149977.67251947965,23.908444527256453,No asignado
552800.0,641817.7228117626,Repollos,1973,89017.7228117626,16.103061290116244,No asignado
583200.0000000001,610624.5860657715,Repollos,1974,27424.586065771407,4.702432452978635,No asignado
545800.0000000005,567719.5401259654,Repollos,1975,21919.540125964908,4.016038865145637,No asignado
543999.9999999997,512432.46879829606,Repollos,1976,31567.53120170359,5.802855000313164,No asignado
551200.0000000001,487388.78684098186,Repollos,1977,63811.213159018254,11.576780326382119,No asignado
563199.9999999999,527038.1132418748,Repollos,1978,36161.88675812504,6.420789552223908,No asignado
561099.9999999995,564113.5449453254,Repollos,1979,3013.544945325819,0.537078051207596,No asignado
557999.9999999995,577484.3477778698,Repollos,1980,19484.34777787025,3.491818598184636,No asignado
559899.9999999999,581192.3500118449,Repollos,1981,21292.350011845003,3.8028844457662094,No asignado
554525.0,565896.5442896333,Repollos,1982,11371.544289633282,2.050681987220284,No asignado
516300.00000000047,546861.4172194565,Repollos,1983,30561.417219456052,5.91931381356886,No asignado
525700.0,547727.2814341419,Repollos,1984,22027.281434141914,4.190085872958325,No asignado
546424.0000000003,519247.17531180236,Repollos,1985,27176.824688197987,4.973578153265224,No asignado
505799.99999999994,531735.8837749303,Repollos,1986,25935.88377493032,5.127695487333002,No asignado
509499.9999999998,520339.11772709124,Repollos,1987,10839.11772709142,2.1274028904988076,No asignado
538400.0000000001,514599.27933459816,Repollos,1988,23800.720665401954,4.420639053752219,No asignado
504299.9999999997,504450.1938108871,Repollos,1989,150.19381088740192,0.029782631546183228,No asignado
487399.99999999994,505415.02988021856,Repollos,1990,18015.029880218615,3.6961489290559326,No asignado
462500.00000000006,489766.2464897848,Repollos,1991,27266.24648978474,5.8954046464399426,No asignado
447899.99999999977,501803.8168994241,Repollos,1992,53903.81689942436,12.034788323157935,No asignado
420000.0,431240.6576284232,Repollos,1993,11240.657628423185,2.6763470543864725,No asignado
408300.00000000023,435302.2602702335,Repollos,1994,27002.260270233266,6.613338297877358,No asignado
444999.9999999997,393414.1309390119,Repollos,1995,51585.86906098778,11.592330126064677,No asignado
354199.99999999977,435528.9770792631,Repollos,1996,81328.9770792633,22.961314816279888,No asignado
367355.99999999977,414307.9379745563,Repollos,1997,46951.937974556524,12.781045627281589,No asignado
332800.00000000023,371701.7568436171,Repollos,1998,38901.756843616895,11.689229820798337,No asignado
325734.99999999977,347661.08484230866,Repollos,1999,21926.08484230889,6.731264629931971,No asignado
308710.00000000006,322092.5683991077,Repollos,2000,13382.568399107666,4.334996728032025,No asignado
288643.9999999998,301709.4407185566,Repollos,2001,13065.440718556754,4.526489626861033,No asignado
269884.9999999999,291650.20316461736,Repollos,2002,21765.203164617473,8.064621288555305,No asignado
268579.0,288857.7158365818,Repollos,2003,20278.715836581774,7.550372827578395,No asignado
242374.00000000015,288016.9801124446,Repollos,2004,45642.980112444464,18.831632152146863,No asignado
282003.00000000006,251192.9867652544,Repollos,2005,30810.013234745653,10.925420380189447,No asignado
259159.0000000001,270847.98724789295,Repollos,2006,11688.98724789286,4.51035358520941,No asignado
254529.9999999999,275534.5429960018,Repollos,2007,21004.542996001866,8.252285780065954,No asignado
251899.99999999994,261334.15104447168,Repollos,2008,9434.151044471742,3.745196921187671,No asignado
199999.99999999997,251302.43562261495,Repollos,2009,51302.43562261498,25.651217811307497,No asignado
193600.00000000006,199120.77723826104,Repollos,2010,5520.777238260984,2.8516411354653832,No asignado
213126.9999999999,195371.07733048857,Repollos,2011,17755.922669511347,8.331146532119982,No asignado
215884.99999999985,216831.16335731756,Repollos,2012,946.1633573177096,0.43827193057308766,No asignado
181899.99999999988,189940.18560719606,Repollos,2013,8040.185607196181,4.420113033093011,No asignado
150499.99999999988,203118.83550173728,Repollos,2014,52618.8355017374,34.96268139650328,No asignado
165771.00000000012,171609.70570392886,Repollos,2015,5838.7057039287465,3.522151464326536,No asignado
229617.9999999999,172287.7417498743,Repollos,2016,57330.258250125626,24.96766727788137,No asignado
217329.0000000001,221549.0256725669,Repollos,2017,4220.025672566815,1.941768320181298,No asignado
213309.99999999983,211430.6104022275,Repollos,2018,1879.3895977723296,0.8810602399195214,No asignado
284110.0000000002,208405.74357407916,Repollos,2019,75704.25642592102,26.64610764349054,No asignado
286610.00000000006,270510.78601440386,Repollos,2020,16099.213985596201,5.617115238685391,No asignado
292150.0000000002,284646.9543788177,Repollos,2021,7503.0456211824785,2.568216882143582,No asignado
304859.9999999998,289679.4924783136,Repollos,2022,15180.507521686202,4.97950125358729,No asignado
264749.99999999994,279864.3612742801,Repollos,2023,15114.361274280178,5.708918328340012,No asignado
301784.99999999977,298383.6621901961,Sandías,1963,3401.337809803663,1.1270731844868584,No asignado
274815.9999999999,276328.95025031554,Sandías,1964,1512.9502503156546,0.5505320833996766,No asignado
206399.99999999983,272189.9121357236,Sandías,1965,65789.9121357238,31.87495743009877,No asignado
210999.99999999994,193946.995701218,Sandías,1966,17053.004298781947,8.081992558664432,No asignado
209875.99999999988,192120.96591244306,Sandías,1967,17755.03408755682,8.459773431720079,No asignado
209695.00000000015,201253.33116791153,Sandías,1968,8441.668832088617,4.02568913521477,No asignado
208100.00000000017,196269.54847033115,Sandías,1969,11830.451529669022,5.684983916227301,No asignado
204899.99999999985,213818.28839603064,Sandías,1970,8918.28839603078,4.352507757945723,No asignado
238199.99999999983,205897.2243580372,Sandías,1971,32302.775641962624,13.561198842133773,No asignado
233600.00000000012,246475.69732480537,Sandías,1972,12875.697324805253,5.511856731509095,No asignado
360600.0000000002,242794.05325375506,Sandías,1973,117805.94674624511,32.669425054421815,No asignado
417399.99999999994,316158.9478052883,Sandías,1974,101241.05219471164,24.255163439078018,No asignado
527900.0000000001,397998.7179512027,Sandías,1975,129901.28204879741,24.607175989542977,No asignado
517600.00000000006,451427.84009273886,Sandías,1976,66172.1599072612,12.784420383937633,No asignado
449300.00000000035,467109.29318508774,Sandías,1977,17809.293185087387,3.963786598060844,No asignado
459799.9999999999,466256.72099136095,Sandías,1978,6456.720991361071,1.4042455396609554,No asignado
552099.9999999999,490860.8205728872,Sandías,1979,61239.179427112686,11.092044815633527,No asignado
527400.0000000002,510578.17486483866,Sandías,1980,16821.825135161576,3.1895762486085646,No asignado
556599.9999999998,551395.3155960082,Sandías,1981,5204.6844039915595,0.935085232481416,No asignado
552800.0,539896.824630882,Sandías,1982,12903.175369117991,2.3341489452094777,No asignado
572400.0000000001,536621.7578067015,Sandías,1983,35778.24219329865,6.250566420911712,No asignado
558325.0,573784.9315313571,Sandías,1984,15459.931531357113,2.768984288963796,No asignado
568572.0000000005,575670.9982730192,Sandías,1985,7098.998273018748,1.2485662806150746,No asignado
539600.0000000001,557585.563299105,Sandías,1986,17985.56329910492,3.333128854541312,No asignado
629399.9999999997,544491.0685888268,Sandías,1987,84908.93141117285,13.490456214040817,No asignado
627299.9999999997,631454.7049988974,Sandías,1988,4154.704998897738,0.6623154788614283,No asignado
653700.0000000002,652253.0898541134,Sandías,1989,1446.9101458868245,0.22134161632045646,No asignado
815700.0,628938.7749126089,Sandías,1990,186761.2250873911,22.895822617064006,No asignado
680000.0000000003,847270.3444233461,Sandías,1991,167270.34442334576,24.598580062256715,No asignado
647999.9999999999,728930.5876063112,Sandías,1992,80930.58760631131,12.489288210850514,No asignado
604000.0000000002,646856.9045658428,Sandías,1993,42856.90456584259,7.095514000967314,No asignado
584899.9999999999,651120.3263289228,Sandías,1994,66220.32632892288,11.321649227034175,No asignado
729999.9999999998,606307.955374452,Sandías,1995,123692.04462554771,16.94411570212983,No asignado
651400.0000000005,742729.5767393579,Sandías,1996,91329.57673935744,14.020506100607518,No asignado
673437.0000000006,692293.5908003857,Sandías,1997,18856.590800385107,2.800052685015093,No asignado
757400.0,651896.787342989,Sandías,1998,105503.212657011,13.929655750859652,No asignado
703600.0000000002,730543.9917508176,Sandías,1999,26943.991750817397,3.8294473778876332,No asignado
717422.0000000002,729511.9183848185,Sandías,2000,12089.918384818244,1.6851892449378802,No asignado
664595.9999999999,736048.3364829515,Sandías,2001,71452.33648295165,10.751243835796734,No asignado
622545.9999999997,685694.0556952476,Sandías,2002,63148.05569524795,10.143516414087953,No asignado
733046.9999999999,679290.0551784725,Sandías,2003,53756.944821527344,7.333355817775307,No asignado
816207.9999999999,711984.0615369156,Sandías,2004,104223.93846308428,12.769286562136648,No asignado
719620.9999999999,804069.2080265277,Sandías,2005,84448.20802652778,11.735095005082924,No asignado
730902.0000000005,733041.4262312201,Sandías,2006,2139.426231219666,0.29271040867580944,No asignado
790947.0000000003,746932.5814139671,Sandías,2007,44014.41858603328,5.564774705009723,No asignado
723164.0,800341.3052270385,Sandías,2008,77177.30522703845,10.672171903888806,No asignado
851975.9999999994,740482.169878437,Sandías,2009,111493.83012156247,13.086498929730714,No asignado
782429.9999999993,846673.9796653456,Sandías,2010,64243.97966534633,8.210827762911237,No asignado
766300.9999999999,773063.5698095235,Sandías,2011,6762.569809523644,0.8824952348390052,No asignado
871324.0000000005,752779.268938048,Sandías,2012,118544.73106195242,13.605126343581992,No asignado
869499.9999999995,856116.5913502555,Sandías,2013,13383.408649744,1.5392074352782068,No asignado
858575.0,807896.8136254975,Sandías,2014,50678.18637450249,5.902592828174882,No asignado
1039698.0,843413.8483145029,Sandías,2015,196284.15168549714,18.87895828264526,No asignado
1092075.0000000005,936470.2167976035,Sandías,2016,155604.78320239694,14.248543662513736,No asignado
1113192.0000000005,1073232.5972321874,Sandías,2017,39959.402767813066,3.589623602021309,No asignado
1092400.0000000005,1114048.4147990022,Sandías,2018,21648.414799001766,1.9817296593740166,No asignado
1200089.9999999998,1152080.8303203722,Sandías,2019,48009.16967962752,4.000464105161074,No asignado
1234850.0000000002,1167650.421244023,Sandías,2020,67199.57875597733,5.441922399965771,No asignado
1382279.999999999,1286899.1681439823,Sandías,2021,95380.83185601677,6.900254062564519,No asignado
1164989.9999999993,1276456.0284807265,Sandías,2022,111466.02848072723,9.567981569002935,No asignado
1168930.0000000005,1226454.841164331,Sandías,2023,57524.841164330486,4.921153633179956,No asignado
200.0,137.61501379745403,Semilla de adormidera,1986,62.384986202545974,31.192493101272987,No asignado
299.9999999999999,160.66717245543524,Semilla de adormidera,1987,139.33282754456465,46.444275848188234,No asignado
1499.9999999999998,207.0751132900959,Semilla de adormidera,1988,1292.9248867099038,86.19499244732694,No asignado
999.9999999999999,1694.5904305957918,Semilla de adormidera,1989,694.5904305957919,69.4590430595792,No asignado
1299.9999999999995,1124.0169158811218,Semilla de adormidera,1990,175.98308411887774,13.537160316836754,No asignado
299.9999999999999,1425.3935965088929,Semilla de adormidera,1991,1125.393596508893,375.1311988362978,No asignado
1700.0,373.0485357934618,Semilla de adormidera,1992,1326.9514642065383,78.05596848273754,No asignado
984.6299999999999,1735.4920450386398,Semilla de adormidera,1993,750.86204503864,76.25829449017805,No asignado
800.0000000000003,1190.6977740308932,Semilla de adormidera,1994,390.6977740308929,48.83722175386159,No asignado
299.9999999999999,631.3528113259317,Semilla de adormidera,1995,331.35281132593184,110.450937108644,No asignado
600.0,370.0758176412195,Semilla de adormidera,1996,229.9241823587805,38.32069705979676,No asignado
299.9999999999999,449.002827910385,Semilla de adormidera,1997,149.00282791038512,49.667609303461724,No asignado
899.9999999999998,273.233326504026,Semilla de adormidera,1998,626.7666734959737,69.64074149955265,No asignado
349.9999999999999,1228.967330065235,Semilla de adormidera,1999,878.9673300652352,251.13352287578158,No asignado
2100.0000000000005,558.1426915207369,Semilla de adormidera,2000,1541.8573084792636,73.42177659425063,No asignado
200.0,2428.7590253588237,Semilla de adormidera,2001,2228.7590253588237,1114.3795126794118,No asignado
100.00000000000003,179.50524609348122,Semilla de adormidera,2002,79.50524609348119,79.50524609348116,No asignado
1617.16,122.86617910433803,Semilla de adormidera,2003,1494.293820895662,92.4023486170609,No asignado
2577.130000000001,1146.3058878132906,Semilla de adormidera,2004,1430.8241121867104,55.520059608429136,No asignado
3850.0000000000023,2432.963448680321,Semilla de adormidera,2005,1417.0365513196812,36.806144190121564,No asignado
4448.129999999999,3642.539843491225,Semilla de adormidera,2006,805.5901565087743,18.11076017357349,No asignado
5500.000000000004,3837.27924518859,Semilla de adormidera,2007,1662.7207548114138,30.231286451116596,No asignado
6500.000000000003,4047.7626995495425,Semilla de adormidera,2008,2452.23730045046,37.726727699237834,No asignado
6999.999999999998,6316.969497413141,Semilla de adormidera,2009,683.0305025868574,9.75757860838368,No asignado
7850.1799999999985,7445.117931630394,Semilla de adormidera,2010,405.0620683696043,5.159908032294856,No asignado
8000.0000000000055,8616.665448801024,Semilla de adormidera,2011,616.665448801019,7.7083181100127325,No asignado
10999.999999999993,8545.608604833827,Semilla de adormidera,2012,2454.3913951661652,22.312649046965152,No asignado
11999.999999999998,11222.208922509553,Semilla de adormidera,2013,777.7910774904449,6.481592312420376,No asignado
10999.999999999993,14028.117095347336,Semilla de adormidera,2014,3028.117095347343,27.52833723043041,No asignado
11999.999999999998,10684.774967861353,Semilla de adormidera,2015,1315.2250321386455,10.96020860115538,No asignado
11799.999999999998,10508.784800209496,Semilla de adormidera,2016,1291.215199790502,10.94250169313985,No asignado
