Año,Producto,Produccion_Real,Produccion_Predicha,Area_Cosechada,Rendimiento,Error_Absoluto,Error_Porcentual
1996,Cereales n.c.p.,19934.61,21650.58551097402,15142.0,1316.5,1715.975510974018,8.608021481102556
1997,Cereales n.c.p.,20869.25,20992.191736043504,15789.0,1321.8,122.94173604350362,0.58910471647761
1998,Cereales n.c.p.,21803.88,21921.938513141475,16431.0,1327.0,118.05851314147367,0.541456443263647
1999,Cereales n.c.p.,22957.04,23370.704686516332,17232.0,1332.3,413.66468651633113,1.8019077656193094
2000,Cereales n.c.p.,25967.63,24160.55040065479,19415.0,1337.5,1807.079599345212,6.9589700690637235
2001,Cereales n.c.p.,28978.22,28528.877687306223,21581.0,1342.7,449.3423126937778,1.5506208203739835
2002,Cereales n.c.p.,31941.89,28916.47794336588,24008.0,1330.5,3025.412056634119,9.471612533366432
2003,Cereales n.c.p.,32928.48,27108.778613070364,26405.0,1247.0,5819.701386929639,17.673762611968844
2004,Cereales n.c.p.,33739.0,26554.191572080086,27214.0,1239.8,7184.808427919914,21.2952619458784
2005,Cereales n.c.p.,15709.0,22339.575788337563,27872.0,563.6,6630.575788337563,42.20877069410887
2006,Cereales n.c.p.,53073.0,20941.012573750348,34725.0,1528.4,32131.987426249652,60.543001952498734
2007,Cereales n.c.p.,54559.0,43661.86661694155,31302.0,1743.0,10897.133383058448,19.973117878000785
2008,Cereales n.c.p.,58213.0,54987.01082633888,30061.0,1936.5,3225.989173661117,5.5416988879822675
2009,Cereales n.c.p.,55708.0,58201.50713277539,36053.0,1545.2,2493.5071327753903,4.476030610999121
2010,Cereales n.c.p.,53212.0,56976.931354453394,38368.0,1386.9,3764.9313544533943,7.075342694229486
2011,Cereales n.c.p.,56702.0,61676.21252647469,41195.0,1376.4,4974.2125264746865,8.772552161254781
2012,Cereales n.c.p.,49661.0,51041.547837647595,52209.0,951.2,1380.5478376475949,2.779943693537373
2013,Cereales n.c.p.,68101.0,57146.17090653706,44984.0,1513.9,10954.82909346294,16.086150120354972
2014,Cereales n.c.p.,41349.72,43190.0865539338,32292.0,1280.5,1840.3665539337962,4.450735226100192
2015,Cereales n.c.p.,36758.35,34710.86479925048,29441.0,1248.5,2047.485200749521,5.570122708852604
2016,Cereales n.c.p.,15412.0,25424.334978791656,6131.0,2513.8,10012.334978791656,64.9645404800912
2017,Cereales n.c.p.,4284.0,7226.942944092836,1946.0,2201.4,2942.942944092836,68.69614715436126
2018,Cereales n.c.p.,17650.0,11619.253607121887,6670.0,2646.2,6030.746392878113,34.168534803842
2019,Cereales n.c.p.,25850.0,18769.41804155372,9120.0,2834.4,7080.581958446281,27.39103272126221
2020,Cereales n.c.p.,31750.0,28563.324916336587,9310.0,3410.3,3186.675083663413,10.03677191705012
2021,Cereales n.c.p.,27860.0,26185.903840095525,8950.0,3112.8,1674.096159904475,6.008959655077081
2022,Cereales n.c.p.,5510.0,18906.389317627356,2480.0,2221.8,13396.389317627356,243.12866275185763
2023,Cereales n.c.p.,13400.0,12773.88582705849,5610.0,2388.6,626.1141729415103,4.672493827921719
1963,"Cereales, mezcla",3451.0,3686.9151080954102,4960.0,695.8,235.91510809541023,6.836137586073898
1964,"Cereales, mezcla",2200.0,2504.4976518582685,3900.0,564.1,304.49765185826845,13.84080235719402
1965,"Cereales, mezcla",2321.0,1964.500601692999,3850.0,602.9,356.499398307001,15.359732800818657
1966,"Cereales, mezcla",3180.0,2416.0550611197605,3460.0,919.1,763.9449388802395,24.023425750950928
1967,"Cereales, mezcla",2651.0,2625.5522721388406,3350.0,791.3,25.447727861159365,0.959929379900391
1968,"Cereales, mezcla",1564.0,2071.4293578500283,1800.0,868.9,507.4293578500283,32.444332343352194
1969,"Cereales, mezcla",1380.0,1377.7380354789968,1400.0,985.7,2.261964521003165,0.16391047253646124
1970,"Cereales, mezcla",700.0,1000.1266850818309,900.0,777.8,300.12668508183094,42.87524072597585
1971,"Cereales, mezcla",200.0,375.77395130932405,200.0,1000.0,175.77395130932405,87.88697565466202
1972,"Cereales, mezcla",1200.0,586.6703896434864,1200.0,1000.0,613.3296103565136,51.110800863042805
1973,"Cereales, mezcla",1500.0,1374.4233475219385,2500.0,600.0,125.57665247806153,8.371776831870768
1974,"Cereales, mezcla",1900.0,1686.9248724125885,1600.0,1187.5,213.07512758741154,11.21448039933745
1975,"Cereales, mezcla",1900.0,1867.5035627149114,1600.0,1187.5,32.49643728508863,1.710338804478349
1976,"Cereales, mezcla",3240.0,2130.746535091669,2929.0,1106.2,1109.253464908331,34.236218052726265
1977,"Cereales, mezcla",3748.0,4138.870497490785,4209.0,890.5,390.87049749078506,10.428775279903551
1978,"Cereales, mezcla",945.0,2206.043275405692,1331.0,710.0,1261.043275405692,133.44373284716318
1979,"Cereales, mezcla",1586.0,1490.5296963579237,2688.0,590.0,95.47030364207626,6.019565172892576
1980,"Cereales, mezcla",2922.0,1776.627604704939,3111.0,939.2,1145.372395295061,39.19823392522454
1981,"Cereales, mezcla",2500.0,2683.992810722895,3040.0,822.4,183.99281072289477,7.359712428915791
1982,"Cereales, mezcla",3779.0,2802.554942396363,4804.0,786.6,976.445057603637,25.83871546979722
1983,"Cereales, mezcla",2621.0,2751.43936244873,4030.0,650.4,130.4393624487302,4.976702115556284
1984,"Cereales, mezcla",6799.0,3962.5272625294847,5404.0,1258.1,2836.4727374705153,41.718969517142455
1985,"Cereales, mezcla",8725.0,6588.532947781553,6986.0,1248.9,2136.467052218447,24.486728392188503
1986,"Cereales, mezcla",10073.0,9804.373039158225,9325.0,1080.2,268.62696084177514,2.6668019541524384
1987,"Cereales, mezcla",12875.0,12398.033726147392,10811.0,1190.9,476.9662738526076,3.704592418272681
1988,"Cereales, mezcla",17900.0,15050.307942735782,14100.0,1269.5,2849.6920572642175,15.920067359017976
1989,"Cereales, mezcla",15341.0,13221.559434790139,11203.0,1369.4,2119.4405652098612,13.81553070340826
1990,"Cereales, mezcla",17600.0,15525.136047761349,13900.0,1266.2,2074.863952238651,11.7889997286287
1991,"Cereales, mezcla",14425.0,14359.09381534406,15147.0,952.3,65.9061846559398,0.45688862846405404
1992,"Cereales, mezcla",12085.0,13880.253877444311,14918.0,810.1,1795.253877444311,14.855224472025744
1993,"Cereales, mezcla",14495.0,14303.381373136597,10495.0,1381.1,191.61862686340282,1.321963620996225
1994,"Cereales, mezcla",11096.0,13903.061585036678,7130.0,1556.2,2807.0615850366776,25.29795949023682
1995,"Cereales, mezcla",17400.0,12832.510780668017,24720.0,703.9,4567.489219331983,26.24993804213783
1996,"Cereales, mezcla",55195.0,22367.842891802407,31703.0,1741.0,32827.15710819759,59.474874731764814
1997,"Cereales, mezcla",27642.0,37326.36648504179,35006.0,789.6,9684.366485041792,35.03497028088341
1998,"Cereales, mezcla",40154.0,34971.86163369868,37943.0,1058.3,5182.1383663013185,12.905659128110072
1999,"Cereales, mezcla",27180.0,25337.88584935848,32726.0,830.5,1842.1141506415188,6.777461922890062
2000,"Cereales, mezcla",68847.0,36710.3398346692,33030.0,2084.4,32136.660165330803,46.678374025492474
2001,"Cereales, mezcla",45652.0,49100.319393603,32679.0,1397.0,3448.319393603,7.553490304045825
2002,"Cereales, mezcla",60415.0,46167.430845975214,35391.0,1707.1,14247.569154024786,23.58283398828898
2003,"Cereales, mezcla",60415.0,58334.26510539096,35391.0,1707.1,2080.7348946090424,3.444070006801361
2004,"Cereales, mezcla",100890.0,70290.44404185114,39523.0,2552.7,30599.555958148863,30.32962231950527
2005,"Cereales, mezcla",21260.0,52879.76580610191,12753.0,1667.1,31619.76580610191,148.72890783679168
2006,"Cereales, mezcla",48862.0,30560.40266426257,19020.0,2569.0,18301.59733573743,37.45568608681067
2007,"Cereales, mezcla",37248.0,41019.76623940394,14393.0,2587.9,3771.7662394039435,10.126090634138594
2008,"Cereales, mezcla",37200.0,29617.019947972723,14400.0,2583.3,7582.9800520272765,20.38435497856795
2009,"Cereales, mezcla",32000.0,28158.36043105231,12555.0,2548.8,3841.6395689476885,12.005123652961526
2010,"Cereales, mezcla",12895.0,21407.71591512764,10036.0,1284.9,8512.71591512764,66.01563330847335
2011,"Cereales, mezcla",18760.0,15497.24071775383,9399.0,1996.0,3262.75928224617,17.392107048220524
2012,"Cereales, mezcla",4200.0,10517.895360838173,3900.0,1076.9,6317.895360838173,150.4260800199565
2013,"Cereales, mezcla",8731.0,8179.187487494746,7562.0,1154.6,551.8125125052538,6.320152474003595
2014,"Cereales, mezcla",9909.0,11040.12314575869,7185.0,1379.1,1131.1231457586891,11.415108949023
2015,"Cereales, mezcla",10000.0,10388.969099815726,7200.0,1388.9,388.9690998157257,3.889690998157257
2016,"Cereales, mezcla",11014.0,10437.003150822748,7260.0,1517.1,576.9968491772524,5.238758390932017
2017,"Cereales, mezcla",6407.0,9244.693059115589,4245.0,1509.3,2837.6930591155888,44.290511301944576
2018,"Cereales, mezcla",159860.0,14951.952854905463,48610.0,3288.6,144908.04714509455,90.64684545545761
2019,"Cereales, mezcla",86170.0,129158.80605388916,43930.0,1961.5,42988.80605388916,49.888367243691725
2020,"Cereales, mezcla",133120.0,137509.75119405708,44260.0,3007.7,4389.751194057084,3.2975895388049006
2021,"Cereales, mezcla",112750.0,120367.98547201045,45610.0,2472.0,7617.985472010449,6.756528134820797
2022,"Cereales, mezcla",100930.0,99115.17763865154,45670.0,2210.0,1814.8223613484588,1.7981000310596045
2023,"Cereales, mezcla",32940.0,70057.08247505635,37130.0,887.2,37117.08247505635,112.68088183077217
1963,Cerezas,56800.0,47647.39156792405,3200.0,17750.0,9152.608432075947,16.11374723957033
1964,Cerezas,51900.0,54991.144284828915,3500.0,14828.6,3091.1442848289153,5.9559620131578335
1965,Cerezas,49600.0,52663.46167181611,3500.0,14171.4,3063.4616718161124,6.176334015758291
1966,Cerezas,49400.0,49164.407177311485,3700.0,13351.4,235.5928226885153,0.47690854795246007
1967,Cerezas,46700.0,46088.8543844154,3900.0,11974.4,611.1456155846026,1.30866298840386
1968,Cerezas,55424.0,50242.96891548767,4700.0,11792.3,5181.031084512331,9.347991997171498
1969,Cerezas,51700.0,53706.286583570145,5000.0,10340.0,2006.286583570145,3.880631689690803
1970,Cerezas,52600.0,53375.852672075205,6600.0,7969.7,775.8526720752052,1.4750050799908845
1971,Cerezas,50500.0,53272.06451026791,5500.0,9181.8,2772.064510267912,5.4892366539958655
1972,Cerezas,58000.0,53520.42271625796,7200.0,8055.6,4479.577283742037,7.723409109900064
1973,Cerezas,69200.0,62334.54511777597,10200.0,6784.3,6865.454882224032,9.921177575468255
1974,Cerezas,75400.0,76779.29671300246,10400.0,7250.0,1379.2967130024626,1.829305985414407
1975,Cerezas,66400.0,74428.36311282981,10500.0,6323.8,8028.363112829815,12.09090830245454
1976,Cerezas,77800.0,71115.40755703016,10900.0,7137.6,6684.592442969835,8.592021134922668
1977,Cerezas,53000.0,62399.33084387371,11400.0,4649.1,9399.330843873708,17.734586497874922
1978,Cerezas,75600.0,69059.04899697765,12400.0,6096.8,6540.951003022346,8.6520515912994
1979,Cerezas,80800.0,73120.9957648415,13150.0,6144.5,7679.0042351585,9.503718112819925
1980,Cerezas,79700.0,83120.62805582314,13400.0,5947.8,3420.6280558231374,4.291879618347726
1981,Cerezas,75300.0,73714.91132584812,14000.0,5378.6,1585.088674151877,2.105031439776729
1982,Cerezas,72400.0,74735.90325468672,14400.0,5027.8,2335.903254686724,3.2263857108932648
1983,Cerezas,73600.0,72308.57782486171,14900.0,4939.6,1291.4221751382865,1.7546496944813676
1984,Cerezas,77800.0,75585.82825483524,16100.0,4832.3,2214.1717451647564,2.845979106895574
1985,Cerezas,79579.0,74119.82267075304,22100.0,3600.9,5459.177329246959,6.8600727946404945
1986,Cerezas,63900.0,72475.49478296353,22100.0,2891.4,8575.494782963535,13.420179629050915
1987,Cerezas,68700.0,64834.10793331402,23000.0,2987.0,3865.8920666859776,5.627208248451205
1988,Cerezas,42900.0,58144.90179424128,23200.0,1849.1,15244.901794241283,35.53590161827805
1989,Cerezas,64700.0,50728.75751711,23900.0,2707.1,13971.242482889997,21.593883281128278
1990,Cerezas,54900.0,58022.89022633077,24500.0,2240.8,3122.890226330768,5.688324638125261
1991,Cerezas,73100.0,66636.0177016301,25000.0,2924.0,6463.982298369898,8.842657042913677
1992,Cerezas,89200.0,76042.1994758306,25800.0,3457.4,13157.800524169405,14.750897448620409
1993,Cerezas,81900.0,83332.7394915714,26300.0,3114.1,1432.7394915713958,1.7493766685853427
1994,Cerezas,70200.0,78452.9227647918,28000.0,2507.1,8252.922764791801,11.756300234746156
1995,Cerezas,55500.0,57676.90745113442,27800.0,1996.4,2176.9074511344224,3.92235576780977
1996,Cerezas,74500.0,73317.14958187316,27600.0,2699.3,1182.8504181268363,1.5877186820494449
1997,Cerezas,64400.0,67387.65668696194,29500.0,2183.1,2987.656686961942,4.639218458015438
1998,Cerezas,60280.0,62406.56440064446,28600.0,2107.7,2126.5644006444636,3.5278108836172257
1999,Cerezas,108650.0,71269.55056267207,28900.0,3759.5,37380.44943732793,34.40446335695162
2000,Cerezas,112900.0,110483.79993108532,28777.0,3923.3,2416.2000689146807,2.1401240645834196
2001,Cerezas,85600.0,96993.48634594922,27830.0,3075.8,11393.486345949219,13.310147600407966
2002,Cerezas,113100.0,117024.25874913127,28661.0,3946.1,3924.2587491312734,3.4697248002929033
2003,Cerezas,105700.0,107881.13504932329,28727.0,3679.5,2181.1350493232894,2.063514710807275
2004,Cerezas,81300.0,91981.2534742348,25855.0,3144.5,10681.253474234807,13.138073154040352
2005,Cerezas,92600.0,84684.65839385719,23515.0,3937.9,7915.341606142814,8.547885103825934
2006,Cerezas,88200.0,89023.64921231224,23626.0,3733.2,823.6492123122443,0.9338426443449482
2007,Cerezas,73200.0,81081.08294333657,23644.0,3095.9,7881.0829433365725,10.766506753192038
2008,Cerezas,69700.0,72277.7154712094,24071.0,2895.6,2577.715471209405,3.698300532581643
2009,Cerezas,97645.0,76420.9123160208,24304.0,4017.7,21224.087683979204,21.73596977211245
2010,Cerezas,85192.0,88778.94553468433,24290.0,3507.3,3586.9455346843315,4.210425315386811
2011,Cerezas,101945.0,95273.46307621412,24967.0,4083.2,6671.536923785883,6.544251237221917
2012,Cerezas,96946.0,100765.1016981401,24972.0,3882.2,3819.1016981401044,3.9394113198482703
2013,Cerezas,97200.0,94482.15043052747,25300.0,3841.9,2717.849569472528,2.7961415323791443
2014,Cerezas,118220.0,100015.98801472863,25594.0,4619.1,18204.01198527137,15.398419882652147
2015,Cerezas,94145.0,102740.68090167541,26492.0,3553.7,8595.680901675412,9.130257476950888
2016,Cerezas,100503.0,108143.49100959896,26946.0,3729.8,7640.491009598962,7.602251683630302
2017,Cerezas,114433.0,103767.66431414109,27592.0,4147.3,10665.33568585891,9.320157372312979
2018,Cerezas,106580.0,103454.28395197411,27370.0,3894.0,3125.71604802589,2.932741647612957
2019,Cerezas,118380.0,113627.14218186491,27470.0,4309.4,4752.8578181350895,4.014916217380545
2020,Cerezas,82130.0,95642.2232434955,27760.0,2958.6,13512.223243495493,16.452238211975516
2021,Cerezas,125810.0,130998.70520729957,29450.0,4272.0,5188.705207299572,4.124239096494374
2022,Cerezas,116070.0,118365.78110422702,29310.0,3960.1,2295.7811042270187,1.9779280642948383
2023,Cerezas,104470.0,95811.61925318876,28340.0,3686.3,8658.380746811235,8.28791111975805
1963,Ciruelas y endrinas,61100.0,58259.00078887654,2400.0,25458.3,2840.9992111234606,4.649753209694698
1964,Ciruelas y endrinas,73500.0,63499.65691697074,3800.0,19342.1,10000.343083029256,13.605908956502388
1965,Ciruelas y endrinas,91500.0,80887.27912165775,4500.0,20333.3,10612.720878342254,11.598602052833064
1966,Ciruelas y endrinas,61400.0,76886.97371474048,4400.0,13954.5,15486.973714740481,25.223084225961696
1967,Ciruelas y endrinas,69300.0,67514.91795656284,4700.0,14744.7,1785.0820434371562,2.575875964555781
1968,Ciruelas y endrinas,80000.0,75904.6947533601,5000.0,16000.0,4095.305246639895,5.119131558299869
1969,Ciruelas y endrinas,69000.0,74260.42165675007,5600.0,12321.4,5260.42165675007,7.6237995025363325
1970,Ciruelas y endrinas,55100.0,60956.37190566478,6000.0,9183.3,5856.371905664782,10.628624148211946
1971,Ciruelas y endrinas,59200.0,59783.107476165154,6500.0,9107.7,583.1074761651544,0.9849788448735716
1972,Ciruelas y endrinas,70100.0,61395.00092298967,8200.0,8548.8,8704.999077010332,12.417973005720874
1973,Ciruelas y endrinas,85200.0,76989.60516386208,11000.0,7745.5,8210.394836137915,9.636613657438868
1974,Ciruelas y endrinas,87200.0,85311.45586162175,10100.0,8633.7,1888.5441383782454,2.1657616265805566
1975,Ciruelas y endrinas,72700.0,81348.67853182672,10500.0,6923.8,8648.678531826721,11.89639412906014
1976,Ciruelas y endrinas,86600.0,78839.78926088879,10700.0,8093.5,7760.210739111208,8.960982377726568
1977,Ciruelas y endrinas,53900.0,65818.48109619122,11400.0,4728.1,11918.481096191215,22.112209825957727
1978,Ciruelas y endrinas,93200.0,72129.81777442661,12000.0,7766.7,21070.182225573386,22.607491658340543
1979,Ciruelas y endrinas,89720.0,87231.55197245024,12560.0,7143.3,2488.4480275497626,2.7735711408267525
1980,Ciruelas y endrinas,91900.0,94138.69474952926,13100.0,7015.3,2238.694749529255,2.4360116969850436
1981,Ciruelas y endrinas,104800.0,94355.31108800413,13400.0,7820.9,10444.688911995865,9.966306213736512
1982,Ciruelas y endrinas,110200.0,110738.75790045797,15000.0,7346.7,538.7579004579748,0.48889101674952334
1983,Ciruelas y endrinas,123800.0,117065.86538263317,14450.0,8567.5,6734.134617366828,5.439527154577405
1984,Ciruelas y endrinas,128700.0,128770.01610619736,15000.0,8580.0,70.01610619736311,0.05440256891792005
1985,Ciruelas y endrinas,127721.0,131108.21552701783,19000.0,6722.2,3387.2155270178337,2.6520427549250583
1986,Ciruelas y endrinas,117000.0,122663.80422081979,19300.0,6062.2,5663.804220819788,4.84085830839298
1987,Ciruelas y endrinas,133800.0,126904.85923251134,20600.0,6495.1,6895.140767488658,5.153318959259087
1988,Ciruelas y endrinas,120100.0,129640.80193447559,21400.0,5612.1,9540.801934475588,7.944048238530882
1989,Ciruelas y endrinas,143200.0,136775.83672075288,21500.0,6660.5,6424.163279247121,4.486147541373688
1990,Ciruelas y endrinas,126200.0,97563.8491768111,21100.0,5981.0,28636.150823188902,22.691086230736055
1991,Ciruelas y endrinas,151400.0,142491.37319287058,21300.0,7108.0,8908.626807129418,5.884165658605956
1992,Ciruelas y endrinas,145500.0,144932.1030459222,21100.0,6895.7,567.8969540777907,0.3903071849331895
1993,Ciruelas y endrinas,157100.0,150847.43928954686,21300.0,7375.6,6252.560710453137,3.979987721485129
1994,Ciruelas y endrinas,148500.0,150307.72418214474,21200.0,7004.7,1807.7241821447387,1.2173226815789486
1995,Ciruelas y endrinas,124200.0,132624.12789396133,20300.0,6118.2,8424.127893961326,6.782711669856139
1996,Ciruelas y endrinas,147000.0,141327.8971214995,20300.0,7241.4,5672.102878500504,3.8585733867350362
1997,Ciruelas y endrinas,158456.0,152513.14717140648,20004.0,7921.2,5942.852828593517,3.7504751026111456
1998,Ciruelas y endrinas,146546.0,119571.57690322647,20066.0,7303.2,26974.423096773535,18.40679588441413
1999,Ciruelas y endrinas,160250.0,161126.02548540384,20000.0,8012.5,876.0254854038358,0.546661769362768
2000,Ciruelas y endrinas,168045.0,156758.30334019722,18425.0,9120.5,11286.69665980278,6.716472766105971
2001,Ciruelas y endrinas,149734.0,128890.96978574831,17067.0,8773.3,20843.03021425169,13.920038344164778
2002,Ciruelas y endrinas,210900.0,180506.95830707502,19231.0,10966.7,30393.041692924977,14.411115074881451
2003,Ciruelas y endrinas,230314.0,199435.82510448227,20369.0,11307.1,30878.17489551773,13.406989976952218
2004,Ciruelas y endrinas,145631.0,188205.20099885584,19570.0,7441.5,42574.20099885584,29.234298328553564
2005,Ciruelas y endrinas,251812.0,197434.62141162984,20971.0,12007.6,54377.378588370164,21.594434970680574
2006,Ciruelas y endrinas,178705.0,226319.5501855151,20520.0,8708.8,47614.55018551511,26.644218228653425
2007,Ciruelas y endrinas,191100.0,184161.58555736576,19791.0,9655.9,6938.414442634239,3.6307767884009627
2008,Ciruelas y endrinas,198904.0,191752.2611123834,18695.0,10639.4,7151.738887616608,3.595573184861344
2009,Ciruelas y endrinas,232780.0,211209.5140783552,18489.0,12590.2,21570.48592164481,9.266468735133952
2010,Ciruelas y endrinas,218968.0,214149.45566122833,17950.0,12198.8,4818.544338771666,2.200570101006387
2011,Ciruelas y endrinas,230877.0,226139.1072815425,17066.0,13528.5,4737.8927184575,2.052128500655111
2012,Ciruelas y endrinas,210700.0,213459.14020778143,16600.0,12692.8,2759.1402077814273,1.3095112519133494
2013,Ciruelas y endrinas,172400.0,178764.11354309664,16600.0,10385.5,6364.113543096639,3.69148117348993
2014,Ciruelas y endrinas,232765.0,199671.55711842884,17003.0,13689.6,33093.44288157116,14.217533942633626
2015,Ciruelas y endrinas,217291.0,214237.0230002166,16064.0,13526.6,3053.9769997833937,1.4054779074068386
2016,Ciruelas y endrinas,193598.0,200927.75720511936,15278.0,12671.7,7329.7572051193565,3.786070726515437
2017,Ciruelas y endrinas,172325.0,185393.8381433094,15199.0,11337.9,13068.838143309404,7.583831796494649
2018,Ciruelas y endrinas,152980.0,178837.80925494162,14640.0,10449.5,25857.809254941618,16.90273843309035
2019,Ciruelas y endrinas,179840.0,166905.9519182764,14850.0,12110.4,12934.048081723595,7.191975134410362
2020,Ciruelas y endrinas,153590.0,166640.4472430438,14410.0,10658.6,13050.447243043804,8.496938109931508
2021,Ciruelas y endrinas,179320.0,169776.40869846972,13690.0,13098.6,9543.59130153028,5.3221008819597815
2022,Ciruelas y endrinas,157370.0,154683.41914014323,13250.0,11877.0,2686.5808598567673,1.7071747219017392
2023,Ciruelas y endrinas,162940.0,160357.65757044774,12640.0,12890.8,2582.3424295522564,1.5848425368554415
1963,Coliflor y brécol,261328.0,261455.99290477252,10200.0,25620.4,127.99290477251634,0.048977876374715436
1964,Coliflor y brécol,268542.0,263886.95473559666,10145.0,26470.4,4655.045264403336,1.733451476641768
1965,Coliflor y brécol,254435.0,269998.54533719626,9719.0,26179.1,15563.545337196265,6.116904253422786
1966,Coliflor y brécol,262800.0,265857.6420008901,10000.0,26280.0,3057.642000890104,1.1634863017085633
1967,Coliflor y brécol,248200.0,260998.35617021527,9800.0,25326.5,12798.356170215266,5.1564690452116295
1968,Coliflor y brécol,242500.0,251844.53071138772,9895.0,24507.3,9344.53071138772,3.853414726345452
1969,Coliflor y brécol,238500.0,244689.27723845842,9883.0,24132.3,6189.277238458424,2.5950847959993393
1970,Coliflor y brécol,181100.0,235058.75927816104,7178.0,25229.9,53958.759278161044,29.795007884130893
1971,Coliflor y brécol,194000.0,198629.1044782257,7500.0,25866.7,4629.104478225694,2.3861363289823165
1972,Coliflor y brécol,162600.0,182922.27924533605,6400.0,25406.3,20322.279245336045,12.49832671914886
1973,Coliflor y brécol,178600.0,165531.06496285656,7400.0,24135.1,13068.935037143441,7.31743283154728
1974,Coliflor y brécol,205200.0,179365.5893871189,8700.0,23586.2,25834.410612881096,12.58986871972763
1975,Coliflor y brécol,193400.0,189997.83674151663,8200.0,23585.4,3402.1632584833715,1.7591330188642045
1976,Coliflor y brécol,192600.0,190705.44703186493,8000.0,24075.0,1894.5529681350745,0.9836723614408486
1977,Coliflor y brécol,197100.0,195407.63163559412,8400.0,23464.3,1692.3683644058765,0.8586343807234279
1978,Coliflor y brécol,205800.0,205841.73065297524,9040.0,22765.5,41.73065297523863,0.0202772852163453
1979,Coliflor y brécol,191750.0,197771.9807991861,8940.0,21448.5,6021.980799186102,3.1405375745429476
1980,Coliflor y brécol,214200.0,202809.26164565442,9300.0,23032.3,11390.73835434558,5.317805020702885
1981,Coliflor y brécol,212000.0,206888.6080528788,9100.0,23296.7,5111.391947121214,2.4110339373213274
1982,Coliflor y brécol,231200.0,209186.634077629,9600.0,24083.3,22013.365922371013,9.521352042548017
1983,Coliflor y brécol,227900.0,229837.96503064557,9500.0,23989.5,1937.9650306455733,0.8503576264350913
1984,Coliflor y brécol,225571.0,236126.79480612263,9630.0,23423.8,10555.794806122634,4.679588602312635
1985,Coliflor y brécol,220415.0,229980.2187280198,10417.0,21159.2,9565.218728019798,4.339640554417711
1986,Coliflor y brécol,230100.0,232049.13835849948,11100.0,20729.7,1949.1383584994765,0.8470831631896899
1987,Coliflor y brécol,234200.0,231884.62441141147,11400.0,20543.9,2315.375588588533,0.9886317628473668
1988,Coliflor y brécol,269700.0,250818.0489800084,12400.0,21750.0,18881.951019991597,7.001094186129625
1989,Coliflor y brécol,286900.0,277651.05956078606,13800.0,20789.9,9248.94043921394,3.2237505887814364
1990,Coliflor y brécol,271600.0,278311.4898429799,13900.0,19539.6,6711.489842979878,2.4710934620691747
1991,Coliflor y brécol,278400.0,280643.8390403216,14600.0,19068.5,2243.839040321589,0.8059766667821799
1992,Coliflor y brécol,301700.0,289184.8163062986,15100.0,19980.1,12515.183693701401,4.148221310474446
1993,Coliflor y brécol,274700.0,280497.30916058633,13900.0,19762.6,5797.30916058633,2.110414692605144
1994,Coliflor y brécol,288300.0,286187.5397505611,14400.0,20020.8,2112.460249438882,0.7327298818726611
1995,Coliflor y brécol,284900.0,281138.00505890866,14500.0,19648.3,3761.9949410913396,1.3204615447846049
1996,Coliflor y brécol,358400.0,302816.98080139863,16800.0,21333.3,55583.01919860137,15.508654910324044
1997,Coliflor y brécol,351315.0,347350.54697787174,17394.0,20197.5,3964.453022128262,1.1284610740014693
1998,Coliflor y brécol,436800.0,388711.6127421977,20917.0,20882.5,48088.3872578023,11.009246167079281
1999,Coliflor y brécol,471947.0,432980.6888221651,22836.0,20666.8,38966.31117783493,8.256501509244666
2000,Coliflor y brécol,482899.0,478953.77384177665,23863.0,20236.3,3945.2261582233477,0.8169878500935698
2001,Coliflor y brécol,417783.0,473412.48690385744,22934.0,18216.8,55629.48690385744,13.315402231267774
2002,Coliflor y brécol,492778.0,454619.68553454324,25317.0,19464.3,38158.31446545676,7.743510153752148
2003,Coliflor y brécol,509911.0,501036.1904967162,26620.0,19155.2,8874.809503283817,1.740462453895644
2004,Coliflor y brécol,468344.0,485200.6414284824,25593.0,18299.7,16856.641428482428,3.59920089260937
2005,Coliflor y brécol,441800.0,465096.23939614865,25323.0,17446.6,23296.239396148652,5.27302838301237
2006,Coliflor y brécol,428089.0,444898.706741368,25320.0,16907.1,16809.70674136799,3.9266850447846107
2007,Coliflor y brécol,440254.0,430981.07733625517,24768.0,17775.1,9272.92266374483,2.106266533352299
2008,Coliflor y brécol,432786.0,429572.50366657815,23857.0,18140.8,3213.4963334218482,0.7425139291524792
2009,Coliflor y brécol,351036.0,400112.82889264816,22155.0,15844.5,49076.82889264816,13.980568629043223
2010,Coliflor y brécol,507960.0,442567.51501756714,29851.0,17016.5,65392.484982432856,12.873550079225303
2011,Coliflor y brécol,513783.0,502986.52848383243,31204.0,16465.3,10796.47151616757,2.1013679931347613
2012,Coliflor y brécol,505823.0,495753.7693910231,29473.0,17162.3,10069.230608976912,1.9906628621033269
2013,Coliflor y brécol,540900.0,519868.6476114476,30400.0,17792.8,21031.35238855239,3.888214529220261
2014,Coliflor y brécol,596969.0,544835.3097883402,33198.0,17982.1,52133.69021165976,8.733064901470556
2015,Coliflor y brécol,607186.0,580782.8949380263,32263.0,18819.9,26403.105061973678,4.348437721221121
2016,Coliflor y brécol,640083.0,603694.2601281848,34536.0,18533.8,36388.739871815196,5.685003331101622
2017,Coliflor y brécol,688778.0,653696.9145297022,39332.0,17511.9,35081.08547029784,5.093235479399435
