time,transnational_regions,realization,t2m
1940-01-01,8,0,17.126696146215973
1940-02-01,8,0,11.215833432948116
1940-03-01,8,0,8.919249118382826
1940-04-01,8,0,2.986530781362017
1940-05-01,8,0,0.45091641644494623
1940-06-01,8,0,0.09549242039091713
1940-07-01,8,0,0.036747222227931024
1940-08-01,8,0,0.073070997517337
1940-09-01,8,0,0.11885340098389263
1940-10-01,8,0,1.1629401057305848
1940-11-01,8,0,4.523079974867361
1940-12-01,8,0,18.303170565605
1941-01-01,8,0,14.313805945092543
1941-02-01,8,0,8.626305489598815
1941-03-01,8,0,7.483861974598684
1941-04-01,8,0,3.318316151797177
1941-05-01,8,0,1.0031756712890552
1941-06-01,8,0,0.20182993400272778
1941-07-01,8,0,0.017428403568160236
1941-08-01,8,0,0.04874506790628348
1941-09-01,8,0,0.22270341729839555
1941-10-01,8,0,2.6906946053132526
1941-11-01,8,0,7.311933844340462
1941-12-01,8,0,14.882626899588436
1942-01-01,8,0,18.200268055643093
1942-02-01,8,0,14.24708039247215
1942-03-01,8,0,6.367503451284821
1942-04-01,8,0,1.534130491357732
1942-05-01,8,0,0.6226807543266839
1942-06-01,8,0,0.09624831638148318
1942-07-01,8,0,0.0335484939601623
1942-08-01,8,0,0.0111207799951435
1942-09-01,8,0,0.06463608857728825
1942-10-01,8,0,0.6645403017922733
1942-11-01,8,0,7.249360769801578
1942-12-01,8,0,10.197149468775216
1943-01-01,8,0,13.527712632466029
1943-02-01,8,0,11.07486528755157
1943-03-01,8,0,6.397957668022455
1943-04-01,8,0,1.7844698280123465
1943-05-01,8,0,0.5065897223656965
1943-06-01,8,0,0.1470367357875276
1943-07-01,8,0,0.03493018464886948
1943-08-01,8,0,0.005235794240063753
1943-09-01,8,0,0.11875721921024096
1943-10-01,8,0,0.45282820372268734
1943-11-01,8,0,5.246755060119753
1943-12-01,8,0,8.814221958268273
1944-01-01,8,0,14.595154569024984
1944-02-01,8,0,14.532328145717447
1944-03-01,8,0,10.97973022193539
1944-04-01,8,0,1.778850406439218
1944-05-01,8,0,0.4094421746374346
1944-06-01,8,0,0.04130403277855411
1944-07-01,8,0,0.007210427150724142
1944-08-01,8,0,0.0003298574876772309
1944-09-01,8,0,0.13677762075511254
1944-10-01,8,0,0.9841499331162563
1944-11-01,8,0,4.821684085043797
1944-12-01,8,0,11.682857457039592
1945-01-01,8,0,19.050361540957102
1945-02-01,8,0,11.948779244676771
1945-03-01,8,0,8.078931809270482
1945-04-01,8,0,1.6094700157439816
1945-05-01,8,0,0.6603357420817115
1945-06-01,8,0,0.13084767414915405
1945-07-01,8,0,0.0223294447793256
1945-08-01,8,0,0.016190493305714843
1945-09-01,8,0,0.15266141072205763
1945-10-01,8,0,0.7983437399095702
1945-11-01,8,0,4.8263671544842675
1945-12-01,8,0,10.248008948243628
1946-01-01,8,0,15.169064007334615
1946-02-01,8,0,11.407317991903266
1946-03-01,8,0,6.349017938612895
1946-04-01,8,0,1.1544791242431574
1946-05-01,8,0,0.3679015355105285
1946-06-01,8,0,0.1336692443694604
1946-07-01,8,0,0.005282990617675345
1946-08-01,8,0,0.027590779539438372
1946-09-01,8,0,0.02949684947504152
1946-10-01,8,0,1.5335522495353797
1946-11-01,8,0,3.2726905129097617
1946-12-01,8,0,12.819560368092336
1947-01-01,8,0,16.321148825053506
1947-02-01,8,0,9.300772718557875
1947-03-01,8,0,4.0100904677536935
1947-04-01,8,0,1.465371210079672
1947-05-01,8,0,0.2840192980124202
1947-06-01,8,0,0.06667906859477263
1947-07-01,8,0,0.0006537282803327864
1947-08-01,8,0,0.0003268641401663932
1947-09-01,8,0,0.05973495041886145
1947-10-01,8,0,1.005271284324998
1947-11-01,8,0,3.4258308636797574
1947-12-01,8,0,11.785455759330922
1948-01-01,8,0,7.943374192810158
1948-02-01,8,0,10.791912848522346
1948-03-01,8,0,6.987362534274094
1948-04-01,8,0,1.5715943403902521
1948-05-01,8,0,0.4532079470993096
1948-06-01,8,0,0.24950150219886102
1948-07-01,8,0,0.12867792213013046
1948-08-01,8,0,0.04063046949565058
1948-09-01,8,0,0.06873454637714753
1948-10-01,8,0,0.6526981573821582
1948-11-01,8,0,4.700931848964799
1948-12-01,8,0,11.573871730422645
1949-01-01,8,0,12.106710383054892
1949-02-01,8,0,10.998408006115646
1949-03-01,8,0,9.960952009619119
1949-04-01,8,0,1.8601784046791752
1949-05-01,8,0,0.4885701170161609
1949-06-01,8,0,0.07863839269517259
1949-07-01,8,0,0.005552153617511893
1949-08-01,8,0,0.029285266129849982
1949-09-01,8,0,0.0137908651385025
1949-10-01,8,0,0.5500114527756701
1949-11-01,8,0,3.189120379038594
1949-12-01,8,0,8.709958608835057
1950-01-01,8,0,13.94969701049311
1950-02-01,8,0,8.048833767043291
1950-03-01,8,0,4.952431524319628
1950-04-01,8,0,1.7213818723731347
1950-05-01,8,0,0.4077319042706129
1950-06-01,8,0,0.04012155226635705
1950-07-01,8,0,0.0
1950-08-01,8,0,0.006589304482596864
1950-09-01,8,0,0.17488007581787368
1950-10-01,8,0,0.8255769016060455
1950-11-01,8,0,3.5298548933774097
1950-12-01,8,0,9.625525725173768
1951-01-01,8,0,9.85524057081898
1951-02-01,8,0,7.663494265630396
1951-03-01,8,0,6.194458171274082
1951-04-01,8,0,1.8801845412966103
1951-05-01,8,0,0.6647291163504675
1951-06-01,8,0,0.22113151674059772
1951-07-01,8,0,0.014774626743232837
1951-08-01,8,0,0.0022985163486425775
1951-09-01,8,0,0.04714606256206851
1951-10-01,8,0,1.122862212178827
