Real,Predicho,Producto,Año,Error_Absoluto,Error_Porcentual
5200.000000000001,3171.1446144213032,"Raíces y tubérculos comestibles con alto contenido en almidón o inulina, frescos n.c.p.",1971,2028.8553855786977,39.016449722667254
4399.999999999996,4968.451554997601,"Raíces y tubérculos comestibles con alto contenido en almidón o inulina, frescos n.c.p.",1972,568.451554997605,12.91935352267285
5829.999999999998,4667.775839419472,"Raíces y tubérculos comestibles con alto contenido en almidón o inulina, frescos n.c.p.",1973,1162.2241605805266,19.935234315274904
6540.999999999998,6934.233055918787,"Raíces y tubérculos comestibles con alto contenido en almidón o inulina, frescos n.c.p.",1974,393.2330559187885,6.011818619764388
6481.999999999999,7111.934909354385,"Raíces y tubérculos comestibles con alto contenido en almidón o inulina, frescos n.c.p.",1975,629.934909354386,9.718218286861866
7166.9999999999945,7057.727286869787,"Raíces y tubérculos comestibles con alto contenido en almidón o inulina, frescos n.c.p.",1976,109.2727131302072,1.5246646174160357
7470.0000000000055,7405.320902957316,"Raíces y tubérculos comestibles con alto contenido en almidón o inulina, frescos n.c.p.",1977,64.67909704268914,0.8658513660333211
7971.000000000002,7474.954326195721,"Raíces y tubérculos comestibles con alto contenido en almidón o inulina, frescos n.c.p.",1978,496.04567380428125,6.223129767962378
7490.0000000000055,8682.732178723114,"Raíces y tubérculos comestibles con alto contenido en almidón o inulina, frescos n.c.p.",1979,1192.7321787231085,15.924328153846565
10180.0,7474.954326195721,"Raíces y tubérculos comestibles con alto contenido en almidón o inulina, frescos n.c.p.",1980,2705.0456738042794,26.5721578959163
12160.00000000001,10091.777923877455,"Raíces y tubérculos comestibles con alto contenido en almidón o inulina, frescos n.c.p.",1981,2068.2220761225544,17.008405231270995
11784.999999999995,12624.851798352349,"Raíces y tubérculos comestibles con alto contenido en almidón o inulina, frescos n.c.p.",1982,839.8517983523543,7.126447164636018
7391.000000000001,12624.851798352349,"Raíces y tubérculos comestibles con alto contenido en almidón o inulina, frescos n.c.p.",1983,5233.851798352348,70.81385195984775
6093.999999999999,8464.282990514874,"Raíces y tubérculos comestibles con alto contenido en almidón o inulina, frescos n.c.p.",1984,2370.2829905148747,38.89535593230842
6395.000000000001,6815.640600220835,"Raíces y tubérculos comestibles con alto contenido en almidón o inulina, frescos n.c.p.",1985,420.64060022083413,6.577648166080283
6718.999999999995,7111.934909354385,"Raíces y tubérculos comestibles con alto contenido en almidón o inulina, frescos n.c.p.",1986,392.9349093543897,5.848115930263282
6799.999999999996,7036.3649280951795,"Raíces y tubérculos comestibles con alto contenido en almidón o inulina, frescos n.c.p.",1987,236.36492809518313,3.4759548249291656
6516.000000000002,7057.727286869787,"Raíces y tubérculos comestibles con alto contenido en almidón o inulina, frescos n.c.p.",1988,541.7272868697855,8.313801210401863
6907.0,7036.3649280951795,"Raíces y tubérculos comestibles con alto contenido en almidón o inulina, frescos n.c.p.",1989,129.3649280951795,1.872953932172861
7399.999999999995,7348.877388061756,"Raíces y tubérculos comestibles con alto contenido en almidón o inulina, frescos n.c.p.",1990,51.12261193823906,0.6908461072735013
7321.999999999997,7474.954326195721,"Raíces y tubérculos comestibles con alto contenido en almidón o inulina, frescos n.c.p.",1991,152.9543261957233,2.0889692187342717
6508.999999999999,7532.366051193277,"Raíces y tubérculos comestibles con alto contenido en almidón o inulina, frescos n.c.p.",1992,1023.3660511932776,15.722323723971082
6204.0,7157.081149036052,"Raíces y tubérculos comestibles con alto contenido en almidón o inulina, frescos n.c.p.",1993,953.081149036052,15.362365393875757
7453.999999999998,6967.082317391142,"Raíces y tubérculos comestibles con alto contenido en almidón o inulina, frescos n.c.p.",1994,486.917682608856,6.532300544792811
8820.000000000004,7326.633899776663,"Raíces y tubérculos comestibles con alto contenido en almidón o inulina, frescos n.c.p.",1995,1493.3661002233403,16.931588437906345
6074.999999999997,9123.321026664924,"Raíces y tubérculos comestibles con alto contenido en almidón o inulina, frescos n.c.p.",1996,3048.3210266649266,50.17812389571898
6299.999999999997,6787.561803588867,"Raíces y tubérculos comestibles con alto contenido en almidón o inulina, frescos n.c.p.",1997,487.56180358887013,7.739076247442386
6120.000000000001,7057.727286869787,"Raíces y tubérculos comestibles con alto contenido en almidón o inulina, frescos n.c.p.",1998,937.7272868697864,15.322341288721999
8117.999999999998,6967.082317391142,"Raíces y tubérculos comestibles con alto contenido en almidón o inulina, frescos n.c.p.",1999,1150.917682608856,14.177355045686824
6000.000000000005,8969.445493535677,"Raíces y tubérculos comestibles con alto contenido en almidón o inulina, frescos n.c.p.",2000,2969.4454935356725,49.490758225594504
7714.9999999999945,6385.995853223617,"Raíces y tubérculos comestibles con alto contenido en almidón o inulina, frescos n.c.p.",2001,1329.0041467763776,17.22623651038728
8000.0000000000055,7376.649269268573,"Raíces y tubérculos comestibles con alto contenido en almidón o inulina, frescos n.c.p.",2002,623.3507307314321,7.7918841341428955
6999.999999999998,8590.47357009406,"Raíces y tubérculos comestibles con alto contenido en almidón o inulina, frescos n.c.p.",2003,1590.4735700940619,22.72105100134375
7364.879999999996,7474.954326195721,"Raíces y tubérculos comestibles con alto contenido en almidón o inulina, frescos n.c.p.",2004,110.074326195725,1.494584109934243
8000.0000000000055,7452.329281763724,"Raíces y tubérculos comestibles con alto contenido en almidón o inulina, frescos n.c.p.",2005,547.6707182362816,6.845883977953515
9500.000000000005,8616.553522275335,"Raíces y tubérculos comestibles con alto contenido en almidón o inulina, frescos n.c.p.",2006,883.4464777246703,9.299436607628103
10000.00000000001,9118.50105673219,"Raíces y tubérculos comestibles con alto contenido en almidón o inulina, frescos n.c.p.",2007,881.4989432678194,8.814989432678185
8182.949999999996,9585.375898233828,"Raíces y tubérculos comestibles con alto contenido en almidón o inulina, frescos n.c.p.",2008,1402.4258982338315,17.13839016777363
8025.999999999998,10237.641585592233,"Raíces y tubérculos comestibles con alto contenido en almidón o inulina, frescos n.c.p.",2009,2211.641585592235,27.555962940346816
6498.999999999995,8616.553522275335,"Raíces y tubérculos comestibles con alto contenido en almidón o inulina, frescos n.c.p.",2010,2117.5535222753397,32.58275922873274
5731.000000000002,7178.809949404637,"Raíces y tubérculos comestibles con alto contenido en almidón o inulina, frescos n.c.p.",2011,1447.8099494046355,25.26278048167222
6971.999999999995,6063.617303809982,"Raíces y tubérculos comestibles con alto contenido en almidón o inulina, frescos n.c.p.",2012,908.3826961900131,13.029011706684074
6880.0,7348.877388061756,"Raíces y tubérculos comestibles con alto contenido en almidón o inulina, frescos n.c.p.",2013,468.8773880617564,6.81507831485111
7121.569999999999,7157.081149036052,"Raíces y tubérculos comestibles con alto contenido en almidón o inulina, frescos n.c.p.",2014,35.51114903605321,0.4986421398098062
6978.220000000005,7474.954326195721,"Raíces y tubérculos comestibles con alto contenido en almidón o inulina, frescos n.c.p.",2015,496.73432619571577,7.1183529065537545
8748.000000000004,7474.954326195721,"Raíces y tubérculos comestibles con alto contenido en almidón o inulina, frescos n.c.p.",2016,1273.045673804283,14.552419682262032
8358.999999999995,9095.707405763476,"Raíces y tubérculos comestibles con alto contenido en almidón o inulina, frescos n.c.p.",2017,736.7074057634818,8.813343770349112
841594.9999999998,799468.0341207733,Repollos,1963,42126.96587922645,5.005610285140294
812836.0000000003,794918.4530267954,Repollos,1964,17917.54697320494,2.204324977388419
761653.0000000005,806443.042764824,Repollos,1965,44790.042764823535,5.880636295639025
757600.0,740774.3081702607,Repollos,1966,16825.691829739255,2.2209202520775153
748428.0000000002,738225.6762332806,Repollos,1967,10202.323766719666,1.363167033665184
769999.9999999997,742450.7862321271,Repollos,1968,27549.21376787254,3.577819969853578
764599.9999999997,738225.6762332806,Repollos,1969,26374.323766719084,3.44942764409091
675900.0000000003,738225.6762332806,Repollos,1970,62325.67623328022,9.221138664488857
712000.0000000002,676760.110921618,Repollos,1971,35239.889078382286,4.949422623368297
627299.9999999997,724913.9946565634,Repollos,1972,97613.99465656374,15.560974757940985
552800.0,643374.2960961945,Repollos,1973,90574.29609619454,16.38464111725661
583200.0000000001,561696.1596274722,Repollos,1974,21503.84037252795,3.6872154273881934
545800.0000000005,576116.5109408298,Repollos,1975,30316.510940829292,5.554509150023684
543999.9999999997,528071.9616703497,Repollos,1976,15928.03832964995,2.927948222362125
551200.0000000001,526879.557326092,Repollos,1977,24320.44267390808,4.412271892944135
563199.9999999999,526879.557326092,Repollos,1978,36320.44267390785,6.448942236134207
561099.9999999995,577420.3453930538,Repollos,1979,16320.345393054304,2.9086340033958864
557999.9999999995,576116.5109408298,Repollos,1980,18116.510940830223,3.2466865485358847
559899.9999999999,575433.731549785,Repollos,1981,15533.731549785123,2.7743760581863057
554525.0,576116.5109408298,Repollos,1982,21591.510940829758,3.8936947731535563
516300.00000000047,526879.557326092,Repollos,1983,10579.55732609157,2.0491104640890105
525700.0,528071.9616703497,Repollos,1984,2371.9616703497013,0.45120062209429357
546424.0000000003,523299.55455672106,Repollos,1985,23124.445443279285,4.231960060919591
505799.99999999994,525106.1819097012,Repollos,1986,19306.181909701263,3.8169596500002503
509499.9999999998,516174.24997836427,Repollos,1987,6674.249978364445,1.3099607415828158
538400.0000000001,493771.56795527006,Repollos,1988,44628.432044730056,8.289084703701716
504299.9999999997,500550.1092590088,Repollos,1989,3749.8907409909298,0.7435833315468832
487399.99999999994,517956.27814061654,Repollos,1990,30556.278140616603,6.2692404884318025
462500.00000000006,494889.04429201933,Repollos,1991,32389.044292019273,7.003036603679842
447899.99999999977,486722.4667227175,Repollos,1992,38822.46672271774,8.667663925590034
420000.0,459481.49829746917,Repollos,1993,39481.49829746917,9.40035673749266
408300.00000000023,436196.1743217654,Repollos,1994,27896.17432176514,6.832273897076934
444999.9999999997,395872.5531175702,Repollos,1995,49127.44688242953,11.039875703916756
354199.99999999977,432494.7437151867,Repollos,1996,78294.74371518695,22.104670727043196
367355.99999999977,386130.1179188732,Repollos,1997,18774.11791887344,5.110606038522156
332800.00000000023,351188.69210107886,Repollos,1998,18388.692101078632,5.525448347679873
325734.99999999977,346377.70582905976,Repollos,1999,20642.705829059996,6.337269814131122
308710.00000000006,297824.15828009316,Repollos,2000,10885.841719906894,3.526235534937933
288643.9999999998,281460.3534400768,Repollos,2001,7183.646559923014,2.4887565859408194
269884.9999999999,281863.277095821,Repollos,2002,11978.277095821104,4.4382893068607405
268579.0,281863.277095821,Repollos,2003,13284.277095820988,4.946133947859285
242374.00000000015,274722.24097087106,Repollos,2004,32348.240970870916,13.346415445085238
282003.00000000006,266695.4469618962,Repollos,2005,15307.553038103855,5.428152550896215
259159.0000000001,262072.97752985792,Repollos,2006,2913.9775298578315,1.1243975821244219
254529.9999999999,274745.0138575953,Repollos,2007,20215.01385759536,7.942094785524444
251899.99999999994,251486.66423328256,Repollos,2008,413.3357667173841,0.16408724363532523
199999.99999999997,254394.67863798773,Repollos,2009,54394.67863798776,27.197339318993883
193600.00000000006,204221.4270761047,Repollos,2010,10621.42707610465,5.486274316169756
213126.9999999999,196019.6002405691,Repollos,2011,17107.399759430817,8.026857113097273
215884.99999999985,197516.48067934558,Repollos,2012,18368.519320654275,8.50847410457155
181899.99999999988,201125.11543176402,Repollos,2013,19225.115431764134,10.569057411635045
150499.99999999988,194525.7388346159,Repollos,2014,44025.73883461603,29.252982614362832
165771.00000000012,156872.75526000973,Repollos,2015,8898.24473999039,5.3677933655406465
229617.9999999999,161675.32936179845,Repollos,2016,67942.67063820147,29.589435775157654
217329.0000000001,220341.135702488,Repollos,2017,3012.1357024879253,1.3859796449106765
213309.99999999983,224940.58207855874,Repollos,2018,11630.582078558917,5.452431709042673
284110.0000000002,201070.23827506424,Repollos,2019,83039.76172493593,29.2280320034268
286610.00000000006,255422.62233393497,Repollos,2020,31187.37766606509,10.881468778502175
292150.0000000002,275595.47048296395,Repollos,2021,16554.529517036222,5.66644857677091
304859.9999999998,274216.1672442277,Repollos,2022,30643.832755772106,10.051772208808018
264749.99999999994,280236.02706715045,Repollos,2023,15486.027067150513,5.849302008366578
301784.99999999977,282836.37698726036,Sandías,1963,18948.62301273941,6.278848522206015
274815.9999999999,281226.81923318584,Sandías,1964,6410.819233185961,2.3327678276322934
206399.99999999983,281226.81923318584,Sandías,1965,74826.81923318602,36.25330389204752
210999.99999999994,215398.14111113353,Sandías,1966,4398.141111133591,2.0844270668879585
209875.99999999988,195870.81877739378,Sandías,1967,14005.181222606101,6.673074206963212
209695.00000000015,196991.85653808707,Sandías,1968,12703.143461913074,6.057914333633642
208100.00000000017,195870.81877739378,Sandías,1969,12229.181222606392,5.876588766269284
204899.99999999985,195870.81877739378,Sandías,1970,9029.181222606072,4.4066282199151185
238199.99999999983,196547.04084977618,Sandías,1971,41652.95915022364,17.486548761638822
233600.00000000012,223450.8993161802,Sandías,1972,10149.10068381991,4.344649265333864
360600.0000000002,232258.3875853629,Sandías,1973,128341.61241463726,35.59112934404803
417399.99999999994,295163.11253746715,Sandías,1974,122236.88746253279,29.28531084392257
527900.0000000001,407088.6123971728,Sandías,1975,120811.38760282734,22.88527895488299
517600.00000000006,471151.27471903444,Sandías,1976,46448.72528096562,8.973865007914531
449300.00000000035,525106.1819097012,Sandías,1977,75806.18190970086,16.872063634476028
459799.9999999999,482022.824050632,Sandías,1978,22222.82405063213,4.833150076257533
552099.9999999999,469091.5228754178,Sandías,1979,83008.4771245821,15.035043855204153
527400.0000000002,502278.1971000735,Sandías,1980,25121.802899926726,4.763330090998618
556599.9999999998,526255.1305741661,Sandías,1981,30344.86942583369,5.4518270617739315
552800.0,574177.4137077876,Sandías,1982,21377.413707787637,3.867115359585318
572400.0000000001,526879.557326092,Sandías,1983,45520.44267390808,7.952558119131389
558325.0,577420.3453930538,Sandías,1984,19095.345393053838,3.4201129079037904
568572.0000000005,574134.3829302943,Sandías,1985,5562.382930293796,0.9783075723556192
539600.0000000001,576116.5109408298,Sandías,1986,36516.51094082964,6.767329677692667
629399.9999999997,525066.8286881843,Sandías,1987,104333.17131181539,16.576608088944305
627299.9999999997,604860.6986070991,Sandías,1988,22439.301392900525,3.577124405053489
653700.0000000002,641160.7681761765,Sandías,1989,12539.231823823764,1.9181936398690165
815700.0,643374.2960961945,Sandías,1990,172325.70390380546,21.12611301995899
680000.0000000003,799468.0341207733,Sandías,1991,119468.03412077297,17.568828547172487
647999.9999999999,688125.473583891,Sandías,1992,40125.47358389117,6.192202713563454
604000.0000000002,641160.7681761765,Sandías,1993,37160.768176176236,6.152445062280831
584899.9999999999,619281.0363522758,Sandías,1994,34381.03635227587,5.878105035437832
729999.9999999998,591368.0089340139,Sandías,1995,138631.99106598587,18.990683707669305
651400.0000000005,698006.2926006389,Sandías,1996,46606.292600638466,7.154788547841331
673437.0000000006,644830.3443169651,Sandías,1997,28606.655683035497,4.247859218165244
757400.0,678291.7159077328,Sandías,1998,79108.28409226716,10.444716674447738
703600.0000000002,742450.7862321271,Sandías,1999,38850.78623212688,5.521714927817917
717422.0000000002,724913.9946565634,Sandías,2000,7491.994656563154,1.0442939659730468
664595.9999999999,723019.8350957009,Sandías,2001,58423.83509570104,8.790879736817715
622545.9999999997,675958.054864611,Sandías,2002,53412.05486461136,8.579615781743259
733046.9999999999,642611.8068738753,Sandías,2003,90435.19312612456,12.336888784228647
816207.9999999999,718958.1394754184,Sandías,2004,97249.86052458151,11.914837948731392
719620.9999999999,794918.4530267954,Sandías,2005,75297.45302679553,10.463487450587953
730902.0000000005,737088.0420133505,Sandías,2006,6186.042013350059,0.8463572426057194
790947.0000000003,738225.6762332806,Sandías,2007,52721.32376671978,6.66559501037614
723164.0,790329.2489032489,Sandías,2008,67165.24890324892,9.287692543219647
851975.9999999994,726554.5786121241,Sandías,2009,125421.42138787534,14.721238789340946
782429.9999999993,797379.0693100637,Sandías,2010,14949.069310064428,1.9105951088358628
766300.9999999999,753214.7098020077,Sandías,2011,13086.290197992232,1.7077219262394587
871324.0000000005,736296.7340439507,Sandías,2012,135027.26595604979,15.496791773903821
869499.9999999995,794852.5644979521,Sandías,2013,74647.43550204742,8.585098965157844
858575.0,815884.4703507865,Sandías,2014,42690.52964921354,4.972253984708795
1039698.0,818409.9854403757,Sandías,2015,221288.01455962425,21.28387421728466
1092075.0000000005,874547.7187466717,Sandías,2016,217527.28125332878,19.918712657402533
1113192.0000000005,999976.8648564429,Sandías,2017,113215.13514355756,10.170315196619946
1092400.0000000005,997222.6483805934,Sandías,2018,95177.35161940707,8.712683231362782
1200089.9999999998,1010756.1908041481,Sandías,2019,189333.80919585167,15.776634185423735
1234850.0000000002,1045363.4096613365,Sandías,2020,189486.59033866378,15.344907506066626
1382279.999999999,1202846.398681334,Sandías,2021,179433.60131866508,12.98098802837813
1164989.9999999993,1266508.9731817339,Sandías,2022,101518.97318173456,8.714149750790533
1168930.0000000005,1205171.4760243532,Sandías,2023,36241.47602435271,3.1003974595872035
200.0,154.90254661004695,Semilla de adormidera,1986,45.097453389953046,22.548726694976523
299.9999999999999,263.34553678767907,Semilla de adormidera,1987,36.65446321232082,12.218154404106944
1499.9999999999998,310.40997114533457,Semilla de adormidera,1988,1189.5900288546652,79.30600192364436
999.9999999999999,1121.7762626051804,Semilla de adormidera,1989,121.77626260518048,12.177626260518048
1299.9999999999995,966.1306921097513,Semilla de adormidera,1990,333.86930789024825,25.682254453096025
299.9999999999999,1264.4404340625977,Semilla de adormidera,1991,964.4404340625978,321.4801446875327
1700.0,363.47746072694946,Semilla de adormidera,1992,1336.5225392730506,78.61897289841474
984.6299999999999,1218.3409835195575,Semilla de adormidera,1993,233.71098351955766,23.735919433650984
800.0000000000003,898.8442374561536,Semilla de adormidera,1994,98.84423745615322,12.355529682019148
299.9999999999999,674.9043438609241,Semilla de adormidera,1995,374.9043438609242,124.96811462030813
600.0,347.91317467081467,Semilla de adormidera,1996,252.08682532918533,42.01447088819755
299.9999999999999,555.0210034873859,Semilla de adormidera,1997,255.021003487386,85.00700116246203
899.9999999999998,359.74910109887355,Semilla de adormidera,1998,540.2508989011262,60.027877655680705
349.9999999999999,824.7659172211081,Semilla de adormidera,1999,474.7659172211082,135.6474049203167
2100.0000000000005,402.17500116515055,Semilla de adormidera,2000,1697.8249988348498,80.84880946832617
200.0,1794.2038305036274,Semilla de adormidera,2001,1594.2038305036274,797.1019152518137
100.00000000000003,274.0691926902619,Semilla de adormidera,2002,174.06919269026187,174.06919269026181
1617.16,179.90335632903646,Semilla de adormidera,2003,1437.2566436709635,88.87535207839443
2577.130000000001,1102.5940974934429,Semilla de adormidera,2004,1474.5359025065582,57.21620184106187
3850.0000000000023,2714.9643993251752,Semilla de adormidera,2005,1135.035600674827,29.48144417337211
4448.129999999999,3786.2450390802205,Semilla de adormidera,2006,661.8849609197787,14.880072320723064
5500.000000000004,4351.446293919146,Semilla de adormidera,2007,1148.5537060808574,20.882794656015573
6500.000000000003,4821.437476898574,Semilla de adormidera,2008,1678.5625231014292,25.824038816945055
6999.999999999998,6770.710293195765,Semilla de adormidera,2009,229.289706804233,3.275567240060472
7850.1799999999985,7050.021854186947,Semilla de adormidera,2010,800.1581458130513,10.192863677177485
8000.0000000000055,7724.555379317287,Semilla de adormidera,2011,275.4446206827188,3.4430577585339823
10999.999999999993,8432.373018997958,Semilla de adormidera,2012,2567.626981002035,23.342063463654878
11999.999999999998,10033.249689636752,Semilla de adormidera,2013,1966.7503103632462,16.38958591969372
10999.999999999993,12496.328618705771,Semilla de adormidera,2014,1496.3286187057784,13.602987442779813
11999.999999999998,11434.05448943746,Semilla de adormidera,2015,565.9455105625384,4.716212588021154
11799.999999999998,12631.977152354377,Semilla de adormidera,2016,831.9771523543786,7.050653833511684
11899.999999999998,12524.61182014366,Semilla de adormidera,2017,624.611820143662,5.248838824736657
20000.000000000015,23381.719834870226,"Semilla de cartamo, alazor",1963,3381.7198348702113,16.908599174351043
20000.000000000015,23130.644287114235,"Semilla de cartamo, alazor",1964,3130.644287114221,15.653221435571094
20000.000000000015,23130.644287114235,"Semilla de cartamo, alazor",1965,3130.644287114221,15.653221435571094
29999.99999999999,23328.92096286688,"Semilla de cartamo, alazor",1966,6671.0790371331095,22.23693012377704
55823.99999999996,26881.769170075113,"Semilla de cartamo, alazor",1967,28942.23082992485,51.84549804730021
39007.99999999997,51633.374327621495,"Semilla de cartamo, alazor",1968,12625.374327621525,32.366115483033056
5388.000000000004,39093.117505103604,"Semilla de cartamo, alazor",1969,33705.1175051036,625.5589737398584
8414.999999999998,6574.7104141112095,"Semilla de cartamo, alazor",1970,1840.2895858887887,21.869157289231005
13399.999999999989,8738.28534133333,"Semilla de cartamo, alazor",1971,4661.714658666659,34.788915363184046
7799.999999999997,12635.578930490785,"Semilla de cartamo, alazor",1972,4835.578930490788,61.99460167295884
19700.00000000001,8982.98669224114,"Semilla de cartamo, alazor",1973,10717.01330775887,54.40108278050185
16499.999999999993,17120.196431778357,"Semilla de cartamo, alazor",1974,620.1964317783641,3.758766253202208
16199.999999999996,17938.463789604124,"Semilla de cartamo, alazor",1975,1738.4637896041277,10.73125796051931
20000.000000000015,17833.10208534311,"Semilla de cartamo, alazor",1976,2166.8979146569036,10.83448957328451
13300.000000000011,19490.934535006745,"Semilla de cartamo, alazor",1977,6190.934535006734,46.54837996245661
14800.00000000001,16685.872347092383,"Semilla de cartamo, alazor",1978,1885.8723470923742,12.742380723597115
14459.999999999996,15052.732121445812,"Semilla de cartamo, alazor",1979,592.7321214458152,4.099115639320992
19500.0,14512.228932531043,"Semilla de cartamo, alazor",1980,4987.771067468957,25.57831316650747
4399.999999999996,18704.884474011003,"Semilla de cartamo, alazor",1981,14304.884474011007,325.1110107729777
12999.999999999995,7677.88048716584,"Semilla de cartamo, alazor",1982,5322.119512834154,40.93938086795505
12800.0,11536.438517242119,"Semilla de cartamo, alazor",1983,1263.561482757881,9.871574084045946
14365.999999999995,13609.393723016232,"Semilla de cartamo, alazor",1984,756.6062769837627,5.266645391784511
16435.99999999999,13288.911346114151,"Semilla de cartamo, alazor",1985,3147.0886538858376,19.147533790982234
12900.0,15070.852475239039,"Semilla de cartamo, alazor",1986,2170.8524752390385,16.828313761542933
10899.000000000002,13697.157663321826,"Semilla de cartamo, alazor",1987,2798.1576633218247,25.673526592548164
6425.999999999997,11122.80514359012,"Semilla de cartamo, alazor",1988,4696.8051435901225,73.0906496045771
